geometry,range,speed,arm,seed,damage_axis,damage_allies,diff,axis_win,allies_win
head_on,20,4,F-R,5,0,0,0,0,0
head_on,20,4,F-R,6,0,0,0,0,0
head_on,20,4,F-R,7,0,0,0,0,0
head_on,20,4,F-R,8,0,0,0,0,0
head_on,20,4,F-R,9,0,0,0,0,0
head_on,20,4,F-R,10,0,0,0,0,0
head_on,20,4,F-R,11,0,0,0,0,0
head_on,20,4,F-R,12,0,0,0,0,0
head_on,20,4,F-R,13,0,0,0,0,0
head_on,20,4,F-R,14,0,0,0,0,0
head_on,20,4,F-R,15,0,0,0,0,0
head_on,20,4,F-R,16,0,0,0,0,0
head_on,20,4,F-R,17,0,0,0,0,0
head_on,20,4,F-R,18,0,0,0,0,0
head_on,20,4,F-R,19,0,0,0,0,0
head_on,20,4,F-R,20,0,0,0,0,0
head_on,20,4,F-R,21,0,0,0,0,0
head_on,20,4,F-R,22,0,0,0,0,0
head_on,20,4,F-R,23,0,0,0,0,0
head_on,20,4,F-R,24,0,0,0,0,0
head_on,20,4,F-R,25,0,0,0,0,0
head_on,20,4,F-R,26,0,0,0,0,0
head_on,20,4,F-R,27,0,0,0,0,0
head_on,20,4,F-R,28,0,0,0,0,0
head_on,20,4,F-R,29,0,0,0,0,0
head_on,20,4,F-R,30,0,0,0,0,0
head_on,20,4,F-R,31,0,0,0,0,0
head_on,20,4,F-R,32,0,0,0,0,0
head_on,20,4,F-R,33,0,0,0,0,0
head_on,20,4,F-R,34,0,0,0,0,0
head_on,20,4,F-R,35,0,0,0,0,0
head_on,20,4,F-R,36,0,0,0,0,0
head_on,20,4,F-R,37,0,0,0,0,0
head_on,20,4,F-R,38,0,0,0,0,0
head_on,20,4,F-R,39,0,0,0,0,0
head_on,20,4,F-R,40,0,0,0,0,0
head_on,20,4,F-R,41,0,0,0,0,0
head_on,20,4,F-R,42,0,0,0,0,0
head_on,20,4,F-R,43,0,0,0,0,0
head_on,20,4,F-R,44,0,0,0,0,0
head_on,20,4,F-R,45,0,0,0,0,0
head_on,20,4,F-R,46,0,0,0,0,0
head_on,20,4,F-R,47,0,0,0,0,0
head_on,20,4,F-R,48,0,0,0,0,0
head_on,20,4,F-R,49,0,0,0,0,0
head_on,20,4,F-R,50,0,0,0,0,0
head_on,20,4,F-R,51,0,0,0,0,0
head_on,20,4,F-R,52,0,0,0,0,0
head_on,20,4,F-R,53,0,0,0,0,0
head_on,20,4,F-R,54,0,0,0,0,0
head_on,20,4,F-R,55,0,0,0,0,0
head_on,20,4,F-R,56,0,0,0,0,0
head_on,20,4,F-R,57,0,0,0,0,0
head_on,20,4,F-R,58,0,0,0,0,0
head_on,20,4,F-R,59,0,0,0,0,0
head_on,20,4,F-R,60,0,0,0,0,0
head_on,20,4,F-R,61,0,0,0,0,0
head_on,20,4,F-R,62,0,0,0,0,0
head_on,20,4,F-R,63,0,0,0,0,0
head_on,20,4,F-R,64,0,0,0,0,0
head_on,20,4,F-R,65,0,0,0,0,0
head_on,20,4,F-R,66,0,0,0,0,0
head_on,20,4,F-R,67,0,0,0,0,0
head_on,20,4,F-R,68,0,0,0,0,0
head_on,20,4,F-R,69,0,0,0,0,0
head_on,20,4,F-R,70,0,0,0,0,0
head_on,20,4,F-R,71,0,0,0,0,0
head_on,20,4,F-R,73,0,0,0,0,0
head_on,20,4,F-R,72,0,0,0,0,0
head_on,20,4,F-R,74,0,0,0,0,0
head_on,20,4,F-R,75,0,0,0,0,0
head_on,20,4,F-R,76,0,0,0,0,0
head_on,20,4,F-R,78,0,0,0,0,0
head_on,20,4,F-R,77,0,0,0,0,0
head_on,20,4,F-R,79,0,0,0,0,0
head_on,20,4,F-R,80,0,0,0,0,0
head_on,20,4,F-R,81,0,0,0,0,0
head_on,20,4,F-R,82,0,0,0,0,0
head_on,20,4,F-R,83,0,0,0,0,0
head_on,20,4,F-R,84,0,0,0,0,0
head_on,20,4,F-R,85,0,0,0,0,0
head_on,20,4,F-R,86,0,0,0,0,0
head_on,20,4,F-R,88,0,0,0,0,0
head_on,20,4,F-R,87,0,0,0,0,0
head_on,20,4,F-R,89,0,0,0,0,0
head_on,20,4,F-R,90,0,0,0,0,0
head_on,20,4,F-R,91,0,0,0,0,0
head_on,20,4,F-R,93,0,0,0,0,0
head_on,20,4,F-R,92,0,0,0,0,0
head_on,20,4,F-R,94,0,0,0,0,0
head_on,20,4,F-R,95,0,0,0,0,0
head_on,20,4,F-R,96,0,0,0,0,0
head_on,20,4,F-R,97,0,0,0,0,0
head_on,20,4,F-R,98,0,0,0,0,0
head_on,20,4,F-R,99,0,0,0,0,0
head_on,20,4,F-R,100,0,0,0,0,0
head_on,20,6,F-F,1,6,1,-5,0,1
head_on,20,6,F-F,2,10,6,-4,0,1
head_on,20,6,F-F,3,9,11,2,1,0
head_on,20,6,F-F,4,6,4,-2,0,1
head_on,20,6,F-F,5,14,6,-8,0,1
head_on,20,6,F-F,6,10,8,-2,0,1
head_on,20,6,F-F,8,7,3,-4,0,1
head_on,20,6,F-F,7,2,14,12,1,0
head_on,20,6,F-F,9,13,10,-3,0,1
head_on,20,6,F-F,10,5,14,9,1,0
head_on,20,6,F-F,11,7,7,0,0,0
head_on,20,6,F-F,12,3,12,9,1,0
head_on,20,6,F-F,13,3,7,4,1,0
head_on,20,6,F-F,14,2,8,6,1,0
head_on,20,6,F-F,15,7,1,-6,0,1
head_on,20,6,F-F,16,3,2,-1,0,1
head_on,20,6,F-F,17,6,2,-4,0,1
head_on,20,6,F-F,18,1,14,13,1,0
head_on,20,6,F-F,19,12,3,-9,0,1
head_on,20,6,F-F,20,6,11,5,1,0
head_on,20,6,F-F,21,5,8,3,1,0
head_on,20,6,F-F,22,3,4,1,1,0
head_on,20,6,F-F,23,0,6,6,1,0
head_on,20,6,F-F,24,7,9,2,1,0
head_on,20,6,F-F,25,2,6,4,1,0
head_on,20,6,F-F,26,9,10,1,1,0
head_on,20,6,F-F,27,4,2,-2,0,1
head_on,20,6,F-F,28,6,15,9,1,0
head_on,20,6,F-F,29,1,1,0,0,0
head_on,20,6,F-F,30,6,8,2,1,0
head_on,20,6,F-F,31,3,11,8,1,0
head_on,20,6,F-F,32,1,5,4,1,0
head_on,20,6,F-F,33,1,2,1,1,0
head_on,20,6,F-F,34,4,10,6,1,0
head_on,20,6,F-F,35,1,9,8,1,0
head_on,20,6,F-F,36,13,10,-3,0,1
head_on,20,6,F-F,37,3,8,5,1,0
head_on,20,6,F-F,38,4,8,4,1,0
head_on,20,6,F-F,39,7,4,-3,0,1
head_on,20,6,F-F,40,5,12,7,1,0
head_on,20,6,F-F,41,0,10,10,1,0
head_on,20,6,F-F,42,8,5,-3,0,1
head_on,20,6,F-F,43,2,1,-1,0,1
head_on,20,6,F-F,44,8,17,9,1,0
head_on,20,6,F-F,45,3,6,3,1,0
head_on,20,6,F-F,46,3,9,6,1,0
head_on,20,6,F-F,47,2,2,0,0,0
head_on,20,6,F-F,48,6,12,6,1,0
head_on,20,6,F-F,49,4,13,9,1,0
head_on,20,6,F-F,50,9,8,-1,0,1
head_on,20,6,F-F,51,10,6,-4,0,1
head_on,20,6,F-F,52,6,15,9,1,0
head_on,20,6,F-F,53,8,7,-1,0,1
head_on,20,6,F-F,54,7,4,-3,0,1
head_on,20,6,F-F,55,5,9,4,1,0
head_on,20,6,F-F,56,6,9,3,1,0
head_on,20,6,F-F,57,7,5,-2,0,1
head_on,20,6,F-F,58,4,11,7,1,0
head_on,20,6,F-F,59,12,10,-2,0,1
head_on,20,6,F-F,60,8,5,-3,0,1
head_on,20,6,F-F,61,4,6,2,1,0
head_on,20,6,F-F,62,8,5,-3,0,1
head_on,20,6,F-F,63,6,1,-5,0,1
head_on,20,6,F-F,64,7,3,-4,0,1
head_on,20,6,F-F,65,2,7,5,1,0
head_on,20,6,F-F,66,2,1,-1,0,1
head_on,20,6,F-F,67,5,16,11,1,0
head_on,20,6,F-F,68,5,9,4,1,0
head_on,20,6,F-F,69,2,4,2,1,0
head_on,20,6,F-F,70,4,5,1,1,0
head_on,20,6,F-F,71,9,9,0,0,0
head_on,20,6,F-F,72,5,5,0,0,0
head_on,20,6,F-F,73,3,8,5,1,0
head_on,20,6,F-F,74,6,10,4,1,0
head_on,20,6,F-F,75,5,9,4,1,0
head_on,20,6,F-F,76,6,5,-1,0,1
head_on,20,6,F-F,77,6,5,-1,0,1
head_on,20,6,F-F,78,2,4,2,1,0
head_on,20,6,F-F,79,0,6,6,1,0
head_on,20,6,F-F,80,13,2,-11,0,1
head_on,20,6,F-F,81,11,3,-8,0,1
head_on,20,6,F-F,82,4,8,4,1,0
head_on,20,6,F-F,83,4,9,5,1,0
head_on,20,6,F-F,84,2,3,1,1,0
head_on,20,6,F-F,86,8,12,4,1,0
head_on,20,6,F-F,85,6,6,0,0,0
head_on,20,6,F-F,87,5,4,-1,0,1
head_on,20,6,F-F,88,3,8,5,1,0
head_on,20,6,F-F,89,2,2,0,0,0
head_on,20,6,F-F,90,14,6,-8,0,1
head_on,20,6,F-F,91,12,8,-4,0,1
head_on,20,6,F-F,92,7,3,-4,0,1
head_on,20,6,F-F,93,9,4,-5,0,1
head_on,20,6,F-F,94,9,13,4,1,0
head_on,20,6,F-F,96,4,4,0,0,0
head_on,20,6,F-F,95,8,9,1,1,0
head_on,20,6,F-F,97,11,3,-8,0,1
head_on,20,6,F-F,99,13,7,-6,0,1
head_on,20,6,F-F,98,1,12,11,1,0
head_on,20,6,F-F,100,11,5,-6,0,1
head_on,20,6,R-R,1,5,18,13,1,0
head_on,20,6,R-R,2,12,11,-1,0,1
head_on,20,6,R-R,4,4,11,7,1,0
head_on,20,6,R-R,3,17,11,-6,0,1
head_on,20,6,R-R,5,10,21,11,1,0
head_on,20,6,R-R,7,13,10,-3,0,1
head_on,20,6,R-R,6,20,5,-15,0,1
head_on,20,6,R-R,9,11,20,9,1,0
head_on,20,6,R-R,8,13,13,0,0,0
head_on,20,6,R-R,10,20,12,-8,0,1
head_on,20,6,R-R,11,16,13,-3,0,1
head_on,20,6,R-R,12,7,9,2,1,0
head_on,20,6,R-R,13,7,13,6,1,0
head_on,20,6,R-R,14,10,1,-9,0,1
head_on,20,6,R-R,15,1,14,13,1,0
head_on,20,6,R-R,16,2,9,7,1,0
head_on,20,6,R-R,17,2,14,12,1,0
head_on,20,6,R-R,18,15,11,-4,0,1
head_on,20,6,R-R,19,3,20,17,1,0
head_on,20,6,R-R,20,5,14,9,1,0
head_on,20,6,R-R,21,4,13,9,1,0
head_on,20,6,R-R,22,8,7,-1,0,1
head_on,20,6,R-R,23,6,12,6,1,0
head_on,20,6,R-R,24,11,2,-9,0,1
head_on,20,6,R-R,25,6,5,-1,0,1
head_on,20,6,R-R,26,10,18,8,1,0
head_on,20,6,R-R,27,2,4,2,1,0
head_on,20,6,R-R,28,12,14,2,1,0
head_on,20,6,R-R,29,13,4,-9,0,1
head_on,20,6,R-R,30,10,14,4,1,0
head_on,20,6,R-R,31,22,0,-22,0,1
head_on,20,6,R-R,32,13,4,-9,0,1
head_on,20,6,R-R,33,2,10,8,1,0
head_on,20,6,R-R,34,13,5,-8,0,1
head_on,20,6,R-R,35,7,3,-4,0,1
head_on,20,6,R-R,36,11,18,7,1,0
head_on,20,6,R-R,37,18,8,-10,0,1
head_on,20,6,R-R,39,8,6,-2,0,1
head_on,20,6,R-R,38,3,9,6,1,0
head_on,20,6,R-R,40,15,11,-4,0,1
head_on,20,6,R-R,41,9,2,-7,0,1
head_on,20,6,R-R,42,5,15,10,1,0
head_on,20,6,R-R,44,12,4,-8,0,1
head_on,20,6,R-R,43,1,10,9,1,0
head_on,20,6,R-R,45,4,4,0,0,0
head_on,20,6,R-R,46,10,3,-7,0,1
head_on,20,6,R-R,48,18,7,-11,0,1
head_on,20,6,R-R,49,11,25,14,1,0
head_on,20,6,R-R,47,2,5,3,1,0
head_on,20,6,R-R,50,8,14,6,1,0
head_on,20,6,R-R,51,22,18,-4,0,1
head_on,20,6,R-R,52,12,12,0,0,0
head_on,20,6,R-R,54,6,15,9,1,0
head_on,20,6,R-R,53,7,12,5,1,0
head_on,20,6,R-R,55,6,8,2,1,0
head_on,20,6,R-R,56,10,7,-3,0,1
head_on,20,6,R-R,57,12,11,-1,0,1
head_on,20,6,R-R,58,16,8,-8,0,1
head_on,20,6,R-R,59,12,5,-7,0,1
head_on,20,6,R-R,60,5,8,3,1,0
head_on,20,6,R-R,61,6,20,14,1,0
head_on,20,6,R-R,62,9,7,-2,0,1
head_on,20,6,R-R,64,3,13,10,1,0
head_on,20,6,R-R,63,2,10,8,1,0
head_on,20,6,R-R,65,7,11,4,1,0
head_on,20,6,R-R,66,1,9,8,1,0
head_on,20,6,R-R,68,21,5,-16,0,1
head_on,20,6,R-R,67,21,10,-11,0,1
head_on,20,6,R-R,69,4,9,5,1,0
head_on,20,6,R-R,70,8,3,-5,0,1
head_on,20,6,R-R,71,13,12,-1,0,1
head_on,20,6,R-R,72,10,6,-4,0,1
head_on,20,6,R-R,73,8,6,-2,0,1
head_on,20,6,R-R,74,13,2,-11,0,1
head_on,20,6,R-R,75,16,6,-10,0,1
head_on,20,6,R-R,76,16,9,-7,0,1
head_on,20,6,R-R,77,12,7,-5,0,1
head_on,20,6,R-R,78,5,14,9,1,0
head_on,20,6,R-R,79,5,2,-3,0,1
head_on,20,6,R-R,80,2,24,22,1,0
head_on,20,6,R-R,81,3,7,4,1,0
head_on,20,6,R-R,83,9,9,0,0,0
head_on,20,6,R-R,82,11,6,-5,0,1
head_on,20,6,R-R,84,3,19,16,1,0
head_on,20,6,R-R,85,6,22,16,1,0
head_on,20,6,R-R,86,10,16,6,1,0
head_on,20,6,R-R,88,14,4,-10,0,1
head_on,20,6,R-R,87,4,7,3,1,0
head_on,20,6,R-R,89,7,9,2,1,0
head_on,20,6,R-R,90,23,3,-20,0,1
head_on,20,6,R-R,91,21,9,-12,0,1
head_on,20,6,R-R,92,6,4,-2,0,1
head_on,20,6,R-R,93,4,7,3,1,0
head_on,20,6,R-R,94,9,24,15,1,0
head_on,20,6,R-R,95,16,12,-4,0,1
head_on,20,6,R-R,96,6,2,-4,0,1
head_on,20,6,R-R,97,11,3,-8,0,1
head_on,20,6,R-R,98,16,4,-12,0,1
head_on,20,6,R-R,99,12,21,9,1,0
head_on,20,6,R-R,100,23,17,-6,0,1
head_on,20,6,R-F,1,1,17,16,1,0
head_on,20,6,R-F,2,1,3,2,1,0
head_on,20,6,R-F,3,8,9,1,1,0
head_on,20,6,R-F,4,6,13,7,1,0
head_on,20,6,R-F,5,4,8,4,1,0
head_on,20,6,R-F,6,0,9,9,1,0
head_on,20,6,R-F,7,0,6,6,1,0
head_on,20,6,R-F,8,0,9,9,1,0
head_on,20,6,R-F,9,0,0,0,0,0
head_on,20,6,R-F,10,8,10,2,1,0
head_on,20,6,R-F,11,4,10,6,1,0
head_on,20,6,R-F,12,0,10,10,1,0
head_on,20,6,R-F,13,3,17,14,1,0
head_on,20,6,R-F,14,0,4,4,1,0
head_on,20,6,R-F,15,0,6,6,1,0
head_on,20,6,R-F,16,1,10,9,1,0
head_on,20,6,R-F,17,4,11,7,1,0
head_on,20,6,R-F,18,4,7,3,1,0
head_on,20,6,R-F,19,0,9,9,1,0
head_on,20,6,R-F,20,6,11,5,1,0
head_on,20,6,R-F,21,1,13,12,1,0
head_on,20,6,R-F,22,4,11,7,1,0
head_on,20,6,R-F,23,2,11,9,1,0
head_on,20,6,R-F,24,2,8,6,1,0
head_on,20,6,R-F,25,5,4,-1,0,1
head_on,20,6,R-F,26,0,16,16,1,0
head_on,20,6,R-F,27,2,10,8,1,0
head_on,20,6,R-F,28,0,12,12,1,0
head_on,20,6,R-F,29,3,5,2,1,0
head_on,20,6,R-F,30,2,12,10,1,0
head_on,20,6,R-F,31,0,12,12,1,0
head_on,20,6,R-F,32,0,7,7,1,0
head_on,20,6,R-F,33,2,10,8,1,0
head_on,20,6,R-F,34,4,10,6,1,0
head_on,20,6,R-F,35,0,2,2,1,0
head_on,20,6,R-F,36,0,2,2,1,0
head_on,20,6,R-F,37,0,8,8,1,0
head_on,20,6,R-F,38,0,3,3,1,0
head_on,20,6,R-F,39,0,4,4,1,0
head_on,20,6,R-F,40,0,7,7,1,0
head_on,20,6,R-F,41,2,15,13,1,0
head_on,20,6,R-F,42,0,7,7,1,0
head_on,20,6,R-F,43,3,3,0,0,0
head_on,20,6,R-F,44,3,17,14,1,0
head_on,20,6,R-F,45,0,1,1,1,0
head_on,20,6,R-F,46,0,8,8,1,0
head_on,20,6,R-F,47,0,3,3,1,0
head_on,20,6,R-F,48,0,11,11,1,0
head_on,20,6,R-F,49,1,14,13,1,0
head_on,20,6,R-F,50,4,18,14,1,0
head_on,20,6,R-F,51,6,7,1,1,0
head_on,20,6,R-F,52,0,4,4,1,0
head_on,20,6,R-F,53,3,16,13,1,0
head_on,20,6,R-F,54,0,2,2,1,0
head_on,20,6,R-F,55,0,11,11,1,0
head_on,20,6,R-F,56,0,4,4,1,0
head_on,20,6,R-F,58,4,7,3,1,0
head_on,20,6,R-F,57,0,4,4,1,0
head_on,20,6,R-F,59,0,4,4,1,0
head_on,20,6,R-F,60,4,10,6,1,0
head_on,20,6,R-F,61,2,14,12,1,0
head_on,20,6,R-F,62,10,13,3,1,0
head_on,20,6,R-F,63,3,10,7,1,0
head_on,20,6,R-F,64,1,9,8,1,0
head_on,20,6,R-F,65,11,15,4,1,0
head_on,20,6,R-F,66,4,10,6,1,0
head_on,20,6,R-F,67,0,3,3,1,0
head_on,20,6,R-F,68,2,9,7,1,0
head_on,20,6,R-F,69,3,6,3,1,0
head_on,20,6,R-F,70,0,8,8,1,0
head_on,20,6,R-F,71,0,5,5,1,0
head_on,20,6,R-F,73,2,9,7,1,0
head_on,20,6,R-F,72,3,13,10,1,0
head_on,20,6,R-F,74,0,8,8,1,0
head_on,20,6,R-F,75,0,6,6,1,0
head_on,20,6,R-F,76,5,8,3,1,0
head_on,20,6,R-F,77,0,7,7,1,0
head_on,20,6,R-F,78,0,1,1,1,0
head_on,20,6,R-F,79,0,6,6,1,0
head_on,20,6,R-F,80,3,12,9,1,0
head_on,20,6,R-F,81,4,17,13,1,0
head_on,20,6,R-F,82,0,8,8,1,0
head_on,20,6,R-F,83,4,14,10,1,0
head_on,20,6,R-F,84,7,17,10,1,0
head_on,20,6,R-F,85,8,20,12,1,0
head_on,20,6,R-F,86,5,14,9,1,0
head_on,20,6,R-F,87,3,3,0,0,0
head_on,20,6,R-F,88,0,7,7,1,0
head_on,20,6,R-F,89,2,3,1,1,0
head_on,20,6,R-F,90,0,11,11,1,0
head_on,20,6,R-F,91,0,6,6,1,0
head_on,20,6,R-F,92,7,13,6,1,0
head_on,20,6,R-F,93,2,11,9,1,0
head_on,20,6,R-F,94,0,5,5,1,0
head_on,20,6,R-F,95,3,12,9,1,0
head_on,20,6,R-F,96,2,9,7,1,0
head_on,20,6,R-F,97,0,5,5,1,0
head_on,20,6,R-F,99,5,9,4,1,0
head_on,20,6,R-F,98,0,12,12,1,0
head_on,20,6,R-F,100,0,4,4,1,0
head_on,20,6,F-R,1,1,0,-1,0,1
head_on,20,6,F-R,2,3,0,-3,0,1
head_on,20,6,F-R,3,11,0,-11,0,1
head_on,20,6,F-R,4,4,0,-4,0,1
head_on,20,6,F-R,5,6,0,-6,0,1
head_on,20,6,F-R,6,6,0,-6,0,1
head_on,20,6,F-R,7,11,0,-11,0,1
head_on,20,6,F-R,8,3,0,-3,0,1
head_on,20,6,F-R,9,5,0,-5,0,1
head_on,20,6,F-R,10,8,0,-8,0,1
head_on,20,6,F-R,11,7,0,-7,0,1
head_on,20,6,F-R,12,5,0,-5,0,1
head_on,20,6,F-R,13,7,0,-7,0,1
head_on,20,6,F-R,14,6,0,-6,0,1
head_on,20,6,F-R,15,1,0,-1,0,1
head_on,20,6,F-R,16,2,0,-2,0,1
head_on,20,6,F-R,17,8,0,-8,0,1
head_on,20,6,F-R,18,9,0,-9,0,1
head_on,20,6,F-R,19,3,0,-3,0,1
head_on,20,6,F-R,20,5,0,-5,0,1
head_on,20,6,F-R,21,4,0,-4,0,1
head_on,20,6,F-R,22,4,0,-4,0,1
head_on,20,6,F-R,23,6,0,-6,0,1
head_on,20,6,F-R,24,10,0,-10,0,1
head_on,20,6,F-R,25,6,0,-6,0,1
head_on,20,6,F-R,26,1,0,-1,0,1
head_on,20,6,F-R,27,2,0,-2,0,1
head_on,20,6,F-R,28,1,0,-1,0,1
head_on,20,6,F-R,29,7,0,-7,0,1
head_on,20,6,F-R,30,7,0,-7,0,1
head_on,20,6,F-R,31,10,0,-10,0,1
head_on,20,6,F-R,32,0,0,0,0,0
head_on,20,6,F-R,33,2,0,-2,0,1
head_on,20,6,F-R,34,14,0,-14,0,1
head_on,20,6,F-R,35,7,0,-7,0,1
head_on,20,6,F-R,36,8,0,-8,0,1
head_on,20,6,F-R,37,7,0,-7,0,1
head_on,20,6,F-R,38,0,0,0,0,0
head_on,20,6,F-R,39,3,0,-3,0,1
head_on,20,6,F-R,40,9,0,-9,0,1
head_on,20,6,F-R,41,11,0,-11,0,1
head_on,20,6,F-R,42,5,0,-5,0,1
head_on,20,6,F-R,43,3,0,-3,0,1
head_on,20,6,F-R,44,8,0,-8,0,1
head_on,20,6,F-R,45,3,0,-3,0,1
head_on,20,6,F-R,47,0,0,0,0,0
head_on,20,6,F-R,46,8,0,-8,0,1
head_on,20,6,F-R,49,5,0,-5,0,1
head_on,20,6,F-R,48,6,0,-6,0,1
head_on,20,6,F-R,50,8,0,-8,0,1
head_on,20,6,F-R,52,12,0,-12,0,1
head_on,20,6,F-R,51,3,0,-3,0,1
head_on,20,6,F-R,53,7,0,-7,0,1
head_on,20,6,F-R,54,3,0,-3,0,1
head_on,20,6,F-R,55,5,0,-5,0,1
head_on,20,6,F-R,57,6,0,-6,0,1
head_on,20,6,F-R,56,1,0,-1,0,1
head_on,20,6,F-R,58,5,0,-5,0,1
head_on,20,6,F-R,59,11,0,-11,0,1
head_on,20,6,F-R,60,5,0,-5,0,1
head_on,20,6,F-R,61,6,0,-6,0,1
head_on,20,6,F-R,62,5,0,-5,0,1
head_on,20,6,F-R,63,1,0,-1,0,1
head_on,20,6,F-R,64,3,0,-3,0,1
head_on,20,6,F-R,65,9,0,-9,0,1
head_on,20,6,F-R,66,3,0,-3,0,1
head_on,20,6,F-R,67,11,0,-11,0,1
head_on,20,6,F-R,68,6,0,-6,0,1
head_on,20,6,F-R,69,4,0,-4,0,1
head_on,20,6,F-R,70,0,0,0,0,0
head_on,20,6,F-R,71,11,0,-11,0,1
head_on,20,6,F-R,72,11,0,-11,0,1
head_on,20,6,F-R,73,11,0,-11,0,1
head_on,20,6,F-R,74,8,0,-8,0,1
head_on,20,6,F-R,75,5,0,-5,0,1
head_on,20,6,F-R,76,8,0,-8,0,1
head_on,20,6,F-R,78,3,0,-3,0,1
head_on,20,6,F-R,77,3,0,-3,0,1
head_on,20,6,F-R,79,0,0,0,0,0
head_on,20,6,F-R,80,2,0,-2,0,1
head_on,20,6,F-R,81,3,0,-3,0,1
head_on,20,6,F-R,84,3,0,-3,0,1
head_on,20,6,F-R,83,9,0,-9,0,1
head_on,20,6,F-R,82,7,0,-7,0,1
head_on,20,6,F-R,85,6,0,-6,0,1
head_on,20,6,F-R,86,6,0,-6,0,1
head_on,20,6,F-R,87,4,0,-4,0,1
head_on,20,6,F-R,88,7,0,-7,0,1
head_on,20,6,F-R,89,3,0,-3,0,1
head_on,20,6,F-R,90,5,0,-5,0,1
head_on,20,6,F-R,91,3,0,-3,0,1
head_on,20,6,F-R,92,3,0,-3,0,1
head_on,20,6,F-R,93,4,0,-4,0,1
head_on,20,6,F-R,94,9,0,-9,0,1
head_on,20,6,F-R,95,8,0,-8,0,1
head_on,20,6,F-R,96,4,0,-4,0,1
head_on,20,6,F-R,98,5,0,-5,0,1
head_on,20,6,F-R,97,3,0,-3,0,1
head_on,20,6,F-R,99,7,0,-7,0,1
head_on,20,6,F-R,100,6,0,-6,0,1
crossing,12,4,F-F,1,0,0,0,0,0
crossing,12,4,F-F,2,0,0,0,0,0
crossing,12,4,F-F,3,0,0,0,0,0
crossing,12,4,F-F,4,0,0,0,0,0
crossing,12,4,F-F,5,0,0,0,0,0
crossing,12,4,F-F,6,0,0,0,0,0
crossing,12,4,F-F,7,0,0,0,0,0
crossing,12,4,F-F,8,0,0,0,0,0
crossing,12,4,F-F,9,0,0,0,0,0
crossing,12,4,F-F,10,0,0,0,0,0
crossing,12,4,F-F,11,0,0,0,0,0
crossing,12,4,F-F,13,0,0,0,0,0
crossing,12,4,F-F,12,0,0,0,0,0
crossing,12,4,F-F,14,0,0,0,0,0
crossing,12,4,F-F,15,0,0,0,0,0
crossing,12,4,F-F,16,0,0,0,0,0
crossing,12,4,F-F,17,0,0,0,0,0
crossing,12,4,F-F,18,0,0,0,0,0
crossing,12,4,F-F,19,0,0,0,0,0
crossing,12,4,F-F,20,0,0,0,0,0
crossing,12,4,F-F,21,0,0,0,0,0
crossing,12,4,F-F,22,0,0,0,0,0
crossing,12,4,F-F,23,0,0,0,0,0
crossing,12,4,F-F,24,0,0,0,0,0
crossing,12,4,F-F,25,0,0,0,0,0
crossing,12,4,F-F,26,0,0,0,0,0
crossing,12,4,F-F,27,0,0,0,0,0
crossing,12,4,F-F,29,0,0,0,0,0
crossing,12,4,F-F,28,0,0,0,0,0
crossing,12,4,F-F,30,0,0,0,0,0
crossing,12,4,F-F,31,0,0,0,0,0
crossing,12,4,F-F,32,0,0,0,0,0
crossing,12,4,F-F,33,0,0,0,0,0
crossing,12,4,F-F,34,0,0,0,0,0
crossing,12,4,F-F,35,0,0,0,0,0
crossing,12,4,F-F,36,0,0,0,0,0
crossing,12,4,F-F,37,0,0,0,0,0
crossing,12,4,F-F,38,0,0,0,0,0
crossing,12,4,F-F,39,0,0,0,0,0
crossing,12,4,F-F,40,0,0,0,0,0
crossing,12,4,F-F,41,0,0,0,0,0
crossing,12,4,F-F,42,0,0,0,0,0
crossing,12,4,F-F,43,0,0,0,0,0
crossing,12,4,F-F,44,0,0,0,0,0
crossing,12,4,F-F,45,0,0,0,0,0
crossing,12,4,F-F,46,0,0,0,0,0
crossing,12,4,F-F,47,0,0,0,0,0
crossing,12,4,F-F,48,0,0,0,0,0
crossing,12,4,F-F,49,0,0,0,0,0
crossing,12,4,F-F,50,0,0,0,0,0
crossing,12,4,F-F,51,0,0,0,0,0
crossing,12,4,F-F,52,0,0,0,0,0
crossing,12,4,F-F,53,0,0,0,0,0
crossing,12,4,F-F,54,0,0,0,0,0
crossing,12,4,F-F,55,0,0,0,0,0
crossing,12,4,F-F,56,0,0,0,0,0
crossing,12,4,F-F,57,0,0,0,0,0
crossing,12,4,F-F,58,0,0,0,0,0
crossing,12,4,F-F,59,0,0,0,0,0
crossing,12,4,F-F,60,0,0,0,0,0
crossing,12,4,F-F,62,0,0,0,0,0
crossing,12,4,F-F,63,0,0,0,0,0
crossing,12,4,F-F,61,0,0,0,0,0
crossing,12,4,F-F,64,0,0,0,0,0
crossing,12,4,F-F,65,0,0,0,0,0
crossing,12,4,F-F,67,0,0,0,0,0
crossing,12,4,F-F,66,0,0,0,0,0
crossing,12,4,F-F,68,0,0,0,0,0
crossing,12,4,F-F,69,0,0,0,0,0
crossing,12,4,F-F,70,0,0,0,0,0
crossing,12,4,F-F,72,0,0,0,0,0
crossing,12,4,F-F,71,0,0,0,0,0
crossing,12,4,F-F,73,0,0,0,0,0
crossing,12,4,F-F,74,0,0,0,0,0
crossing,12,4,F-F,75,0,0,0,0,0
crossing,12,4,F-F,76,0,0,0,0,0
crossing,12,4,F-F,77,0,0,0,0,0
