task,paired_clean_seed,config,return,failure_label,status,simulator_queries,cell
sampling,20090,"{""modality"": ""dropout"", ""agents"": [1], ""t_start"": 50, ""t_end"": 60, ""severity"": 1.0}",197.03937198221684,0,SUCCESS,1,"(4, 0, 2, 1)"
sampling,20091,"{""modality"": ""dropout"", ""agents"": [1, 2], ""t_start"": 50, ""t_end"": 60, ""severity"": 1.0}",216.87381094449665,0,SUCCESS,1,"(4, 0, 2, 1)"
sampling,20092,"{""modality"": ""dropout"", ""agents"": [2], ""t_start"": 50, ""t_end"": 60, ""severity"": 1.0}",164.6291806465597,0,SUCCESS,1,"(4, 0, 2, 2)"
sampling,20093,"{""modality"": ""dropout"", ""agents"": [0], ""t_start"": 70, ""t_end"": 80, ""severity"": 1.0}",163.42550250378991,0,SUCCESS,1,"(4, 0, 3, 0)"
sampling,20094,"{""modality"": ""dropout"", ""agents"": [0, 1], ""t_start"": 70, ""t_end"": 80, ""severity"": 1.0}",121.99660655632198,1,SUCCESS,1,"(4, 0, 3, 0)"
sampling,20095,"{""modality"": ""dropout"", ""agents"": [0, 2], ""t_start"": 70, ""t_end"": 80, ""severity"": 1.0}",86.84148265952959,1,SUCCESS,1,"(4, 0, 3, 0)"
sampling,20096,"{""modality"": ""dropout"", ""agents"": [1], ""t_start"": 70, ""t_end"": 80, ""severity"": 1.0}",249.4165342748165,0,SUCCESS,1,"(4, 0, 3, 1)"
sampling,20097,"{""modality"": ""dropout"", ""agents"": [1, 2], ""t_start"": 70, ""t_end"": 80, ""severity"": 1.0}",288.2860790602863,0,SUCCESS,1,"(4, 0, 3, 1)"
sampling,20098,"{""modality"": ""dropout"", ""agents"": [2], ""t_start"": 70, ""t_end"": 80, ""severity"": 1.0}",89.11939933895894,1,SUCCESS,1,"(4, 0, 3, 2)"
sampling,20099,"{""modality"": ""dropout"", ""agents"": [0], ""t_start"": 90, ""t_end"": 100, ""severity"": 1.0}",49.88475158131233,1,SUCCESS,1,"(4, 0, 4, 0)"
sampling,20100,"{""modality"": ""dropout"", ""agents"": [0, 1], ""t_start"": 90, ""t_end"": 100, ""severity"": 1.0}",168.83890812343452,0,SUCCESS,1,"(4, 0, 4, 0)"
sampling,20101,"{""modality"": ""dropout"", ""agents"": [0, 2], ""t_start"": 90, ""t_end"": 100, ""severity"": 1.0}",261.74713791674003,0,SUCCESS,1,"(4, 0, 4, 0)"
sampling,20102,"{""modality"": ""dropout"", ""agents"": [1], ""t_start"": 90, ""t_end"": 100, ""severity"": 1.0}",138.40025771909131,1,SUCCESS,1,"(4, 0, 4, 1)"
sampling,20103,"{""modality"": ""dropout"", ""agents"": [1, 2], ""t_start"": 90, ""t_end"": 100, ""severity"": 1.0}",243.8941583608539,0,SUCCESS,1,"(4, 0, 4, 1)"
sampling,20104,"{""modality"": ""dropout"", ""agents"": [2], ""t_start"": 90, ""t_end"": 100, ""severity"": 1.0}",262.245550096035,0,SUCCESS,1,"(4, 0, 4, 2)"
sampling,20105,"{""modality"": ""obs_noise"", ""agents"": [0, 1], ""t_start"": 10, ""t_end"": 20, ""severity"": 0.05}",278.77620640955865,0,SUCCESS,1,"(0, 0, 0, 0)"
sampling,20106,"{""modality"": ""obs_noise"", ""agents"": [0, 2], ""t_start"": 10, ""t_end"": 20, ""severity"": 0.05}",168.42875440687268,0,SUCCESS,1,"(0, 0, 0, 0)"
sampling,20107,"{""modality"": ""obs_noise"", ""agents"": [0], ""t_start"": 30, ""t_end"": 40, ""severity"": 0.05}",103.18461854513225,1,SUCCESS,1,"(0, 0, 1, 0)"
sampling,20108,"{""modality"": ""obs_noise"", ""agents"": [0], ""t_start"": 50, ""t_end"": 60, ""severity"": 0.05}",286.47292359452695,0,SUCCESS,1,"(0, 0, 2, 0)"
sampling,20109,"{""modality"": ""obs_noise"", ""agents"": [0, 2], ""t_start"": 50, ""t_end"": 60, ""severity"": 0.05}",307.2835060385987,0,SUCCESS,1,"(0, 0, 2, 0)"
sampling,20110,"{""modality"": ""obs_noise"", ""agents"": [1], ""t_start"": 50, ""t_end"": 60, ""severity"": 0.05}",264.3749763406813,0,SUCCESS,1,"(0, 0, 2, 1)"
sampling,20111,"{""modality"": ""obs_noise"", ""agents"": [0, 1], ""t_start"": 70, ""t_end"": 80, ""severity"": 0.05}",209.8696469117349,0,SUCCESS,1,"(0, 0, 3, 0)"
sampling,20112,"{""modality"": ""obs_noise"", ""agents"": [0, 2], ""t_start"": 70, ""t_end"": 80, ""severity"": 0.05}",51.33593712799651,1,SUCCESS,1,"(0, 0, 3, 0)"
sampling,20113,"{""modality"": ""obs_noise"", ""agents"": [2], ""t_start"": 70, ""t_end"": 80, ""severity"": 0.05}",239.91187107386563,0,SUCCESS,1,"(0, 0, 3, 2)"
sampling,20114,"{""modality"": ""obs_noise"", ""agents"": [0], ""t_start"": 90, ""t_end"": 100, ""severity"": 0.05}",198.47061415901408,0,SUCCESS,1,"(0, 0, 4, 0)"
