unit_id,track,task,method,attempted,status,reason,exception_type,exception_message,trace_path,sim_queries,sim_steps,wall_seconds,payload
C_gen_balance_707,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 138.48983001708984, ""fault_return"": 138.48983001708984}"
C_gen_balance_708,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 129.27989959716797, ""fault_return"": 129.27989959716797}"
C_gen_balance_709,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 100.21920776367188, ""fault_return"": 97.74849700927734}"
A_state_sampling_11,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 2.2696311887775664, ""16"": 2.8964369751993218, ""64"": 2.8964369751993218}}"
C_gen_balance_710,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 118.49038696289062, ""fault_return"": 118.49038696289062}"
C_gen_balance_711,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 147.762451171875, ""fault_return"": 134.10523223876953}"
C_gen_balance_712,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 113.66796112060547, ""fault_return"": 108.86144256591797}"
C_gen_balance_713,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 101.9494857788086, ""fault_return"": 101.9494857788086}"
C_gen_balance_714,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 70.155029296875, ""fault_return"": 60.67799377441406}"
C_gen_balance_715,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 152.952392578125, ""fault_return"": 149.98512268066406}"
C_gen_balance_716,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 102.00782775878906, ""fault_return"": 90.85075378417969}"
C_gen_balance_717,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 67.78404235839844, ""fault_return"": 57.8426513671875}"
C_gen_balance_718,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 121.37299346923828, ""fault_return"": 121.37299346923828}"
C_gen_balance_719,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 133.0393180847168, ""fault_return"": 127.56144332885742}"
A_state_sampling_12,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.038361198425263865, ""16"": 0.16081353788467823, ""64"": 0.18162014282643213}}"
C_gen_balance_720,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 123.7774429321289, ""fault_return"": 123.7774429321289}"
C_gen_balance_721,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 102.01542663574219, ""fault_return"": 66.28596496582031}"
C_gen_balance_722,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 124.09912490844727, ""fault_return"": 118.07584762573242}"
C_gen_balance_723,C,balance,fault_generation,1,SUCCESS,,,,,2,0,0.0,"{""valid"": true}"
C_gen_balance_724,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 119.9696273803711, ""fault_return"": 115.74211120605469}"
C_gen_balance_725,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 117.70770263671875, ""fault_return"": 117.70770263671875}"
C_gen_balance_726,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 115.91915130615234, ""fault_return"": 115.91915130615234}"
C_gen_balance_727,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 31.820846557617188, ""fault_return"": 31.820846557617188}"
C_gen_balance_728,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 130.2195053100586, ""fault_return"": 124.41822052001953}"
C_gen_balance_729,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 109.88996887207031, ""fault_return"": 101.54136657714844}"
A_state_sampling_13,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.09643557363961008, ""16"": 0.1629253652317857, ""64"": 0.21610947271437908}}"
C_gen_balance_730,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 144.94285583496094, ""fault_return"": 144.94285583496094}"
C_gen_balance_731,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 139.3026123046875, ""fault_return"": 129.1278076171875}"
C_gen_balance_732,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 117.14419555664062, ""fault_return"": 107.92721557617188}"
C_gen_balance_733,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 130.8834686279297, ""fault_return"": 116.79121398925781}"
C_gen_balance_734,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 120.60028839111328, ""fault_return"": 109.73240661621094}"
C_gen_balance_735,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 104.27366638183594, ""fault_return"": 98.78146362304688}"
C_gen_balance_736,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 144.00899505615234, ""fault_return"": 144.00899505615234}"
C_gen_balance_737,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 142.98916625976562, ""fault_return"": 130.11781311035156}"
C_gen_balance_738,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 138.0834503173828, ""fault_return"": 127.80413818359375}"
C_gen_balance_739,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 132.75759887695312, ""fault_return"": 124.4552993774414}"
A_state_sampling_14,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.013596531702205539, ""16"": 0.03733112771442393, ""64"": 0.08733326183573809}}"
C_gen_balance_740,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 92.698974609375, ""fault_return"": 92.698974609375}"
C_gen_balance_741,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 142.50084686279297, ""fault_return"": 132.0776138305664}"
C_gen_balance_742,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 133.01939392089844, ""fault_return"": 133.01939392089844}"
C_gen_balance_743,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 108.30667877197266, ""fault_return"": 108.30667877197266}"
C_gen_balance_744,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 124.7526626586914, ""fault_return"": 124.7526626586914}"
C_gen_balance_745,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 118.10353088378906, ""fault_return"": 109.562255859375}"
C_gen_balance_746,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 56.31067657470703, ""fault_return"": 56.31067657470703}"
C_gen_balance_747,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 133.6296844482422, ""fault_return"": 127.0184555053711}"
C_gen_balance_748,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 129.06365203857422, ""fault_return"": 129.06365203857422}"
C_gen_balance_749,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 129.4816131591797, ""fault_return"": 122.15911102294922}"
A_state_sampling_15,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.007161319255828857, ""16"": 0.009710848331451416, ""64"": 0.035762786865234375}}"
C_gen_balance_750,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 112.13653564453125, ""fault_return"": 81.51081848144531}"
C_gen_balance_751,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 125.67981719970703, ""fault_return"": 125.67981719970703}"
C_gen_balance_752,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 103.90653991699219, ""fault_return"": 103.90653991699219}"
C_gen_balance_753,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 150.0194320678711, ""fault_return"": 146.9275360107422}"
C_gen_balance_754,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 140.89695739746094, ""fault_return"": 140.89695739746094}"
C_gen_balance_755,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 136.21902465820312, ""fault_return"": 118.61979675292969}"
C_gen_balance_756,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 153.19503021240234, ""fault_return"": 135.2442169189453}"
C_gen_balance_757,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 116.46247100830078, ""fault_return"": 106.22820281982422}"
C_gen_balance_758,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 99.35389709472656, ""fault_return"": 90.85386657714844}"
A_state_sampling_16,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.029719887301325798, ""16"": 0.06576598685933277, ""64"": 0.18372041126713157}}"
C_gen_balance_759,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 116.27661895751953, ""fault_return"": 106.20691680908203}"
C_gen_balance_760,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 124.1770248413086, ""fault_return"": 118.0404052734375}"
C_gen_balance_761,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 123.5570297241211, ""fault_return"": 117.21082305908203}"
C_gen_balance_762,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 111.9470443725586, ""fault_return"": 111.9470443725586}"
C_gen_balance_763,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 137.83740234375, ""fault_return"": 131.83351135253906}"
C_gen_balance_764,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 122.62321472167969, ""fault_return"": 122.62321472167969}"
C_gen_balance_765,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 64.94732666015625, ""fault_return"": 57.6470947265625}"
C_gen_balance_766,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 134.98400115966797, ""fault_return"": 127.3150405883789}"
C_gen_balance_767,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 112.83407592773438, ""fault_return"": 102.25801849365234}"
C_gen_balance_768,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 111.33229064941406, ""fault_return"": 111.33229064941406}"
A_state_sampling_17,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.021133641188498586, ""16"": 0.0464176379609853, ""64"": 1.7616146271466278}}"
C_gen_balance_769,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 118.42794799804688, ""fault_return"": 118.42794799804688}"
C_gen_balance_770,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 136.2590560913086, ""fault_return"": 136.2590560913086}"
C_gen_balance_771,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 145.17022705078125, ""fault_return"": 132.13133239746094}"
C_gen_balance_772,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 113.14521789550781, ""fault_return"": 105.11453247070312}"
C_gen_balance_773,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 120.25767517089844, ""fault_return"": 109.68029022216797}"
C_gen_balance_774,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 132.08410263061523, ""fault_return"": 126.09274291992188}"
C_gen_balance_775,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 127.94258880615234, ""fault_return"": 127.94258880615234}"
C_gen_balance_776,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 110.9922866821289, ""fault_return"": 110.9922866821289}"
C_gen_balance_777,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 121.90768432617188, ""fault_return"": 109.45301055908203}"
C_gen_balance_778,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 134.89862823486328, ""fault_return"": 134.89862823486328}"
A_state_sampling_18,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.038696653966326267, ""16"": 0.07565871567931026, ""64"": 0.16298849042505026}}"
C_gen_balance_779,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 113.401611328125, ""fault_return"": 99.57266235351562}"
C_gen_balance_780,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 160.26026916503906, ""fault_return"": 160.26026916503906}"
C_gen_balance_781,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 128.5891571044922, ""fault_return"": 114.7690658569336}"
C_gen_balance_782,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 117.01192474365234, ""fault_return"": 117.01192474365234}"
C_gen_balance_783,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 127.4908447265625, ""fault_return"": 127.4908447265625}"
C_gen_balance_784,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 139.95316314697266, ""fault_return"": 139.95316314697266}"
C_gen_balance_785,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 117.654052734375, ""fault_return"": 111.54945373535156}"
C_gen_balance_786,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 108.95054626464844, ""fault_return"": 98.41465759277344}"
C_gen_balance_787,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 89.70096588134766, ""fault_return"": 51.65032196044922}"
C_gen_balance_788,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 115.54486083984375, ""fault_return"": 109.95950317382812}"
A_state_sampling_19,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.022095054388046265, ""16"": 0.024110645055770874, ""64"": 0.42712461948394775}}"
C_gen_balance_789,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 133.13113403320312, ""fault_return"": 133.13113403320312}"
C_gen_balance_790,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 136.77333068847656, ""fault_return"": 129.24229431152344}"
C_gen_balance_791,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 147.95159912109375, ""fault_return"": 140.4832763671875}"
C_gen_balance_792,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 126.0040283203125, ""fault_return"": 126.0040283203125}"
C_gen_balance_793,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 141.90444946289062, ""fault_return"": 127.24681091308594}"
C_gen_balance_794,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 111.81298828125, ""fault_return"": 111.81298828125}"
C_gen_balance_795,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 139.88733673095703, ""fault_return"": 127.42996215820312}"
C_gen_balance_796,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 97.5926284790039, ""fault_return"": 97.5926284790039}"
C_gen_balance_797,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 66.84654235839844, ""fault_return"": 66.84654235839844}"
C_gen_balance_798,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 134.57050323486328, ""fault_return"": 125.38304901123047}"
C_gen_balance_799,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 141.96044540405273, ""fault_return"": 130.1693458557129}"
A_state_sampling_20,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 1.1417642533779144, ""16"": 1.1417642533779144, ""64"": 1.1417642533779144}}"
C_gen_balance_800,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 125.22216796875, ""fault_return"": 125.22216796875}"
C_gen_balance_801,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 124.6871337890625, ""fault_return"": 124.6871337890625}"
C_gen_balance_802,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 138.81028747558594, ""fault_return"": 123.517822265625}"
C_gen_balance_803,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 137.02120971679688, ""fault_return"": 137.02120971679688}"
C_gen_balance_804,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 119.63726806640625, ""fault_return"": 114.182373046875}"
C_gen_balance_805,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 116.67453002929688, ""fault_return"": 116.67453002929688}"
C_gen_balance_806,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 135.6389923095703, ""fault_return"": 135.6389923095703}"
C_gen_balance_807,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 139.0484390258789, ""fault_return"": 131.35482788085938}"
C_gen_balance_808,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 115.18734741210938, ""fault_return"": 105.99549865722656}"
C_gen_balance_809,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 126.67703247070312, ""fault_return"": 113.9278793334961}"
A_state_sampling_21,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.15185970067977905, ""16"": 0.15185970067977905, ""64"": 0.19098132848739624}}"
C_gen_balance_810,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 124.11119842529297, ""fault_return"": 124.11119842529297}"
C_gen_balance_811,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 131.99109649658203, ""fault_return"": 123.82470703125}"
C_gen_balance_812,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 133.07750701904297, ""fault_return"": 133.07750701904297}"
C_gen_balance_813,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 119.34480285644531, ""fault_return"": 111.81452178955078}"
C_gen_balance_814,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 114.00572204589844, ""fault_return"": 109.00135803222656}"
C_gen_balance_815,C,balance,fault_generation,1,SUCCESS,,,,,2,0,0.0,"{""valid"": true}"
C_gen_balance_816,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 148.56280517578125, ""fault_return"": 140.1170654296875}"
C_gen_balance_817,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 123.60292053222656, ""fault_return"": 115.47935485839844}"
C_gen_balance_818,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 118.29471588134766, ""fault_return"": 112.57402038574219}"
C_gen_balance_819,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 119.15570068359375, ""fault_return"": 106.53575134277344}"
A_state_sampling_22,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 0.12852555513381958, ""16"": 0.1422598280478269, ""64"": 0.4183092713356018}}"
C_gen_balance_820,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 105.43629455566406, ""fault_return"": 95.2265853881836}"
C_gen_balance_821,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 100.82473754882812, ""fault_return"": 100.82473754882812}"
C_gen_balance_822,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 122.56956481933594, ""fault_return"": 113.06842803955078}"
C_gen_balance_823,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 123.44087219238281, ""fault_return"": 91.61288452148438}"
C_gen_balance_824,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 120.6262435913086, ""fault_return"": 116.397216796875}"
C_gen_balance_825,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 133.6315155029297, ""fault_return"": 123.3556137084961}"
C_gen_balance_826,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 138.22391510009766, ""fault_return"": 126.78202056884766}"
C_gen_balance_827,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 118.96005249023438, ""fault_return"": 118.96005249023438}"
C_gen_balance_828,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 122.42001342773438, ""fault_return"": 122.42001342773438}"
C_gen_balance_829,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 149.56040954589844, ""fault_return"": 142.3970489501953}"
A_state_sampling_23,A,sampling,planning_operator,1,SUCCESS,,,,,0,440,0.0,"{""delta"": {""0"": 0.0, ""4"": 1.3032259745523334, ""16"": 3.5986220254562795, ""64"": 4.6765841245651245}}"
C_gen_balance_830,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 154.66680908203125, ""fault_return"": 143.6985626220703}"
C_gen_balance_831,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 116.03533172607422, ""fault_return"": 116.03533172607422}"
C_gen_balance_832,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 141.43460083007812, ""fault_return"": 129.67261505126953}"
C_gen_balance_833,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 128.23981475830078, ""fault_return"": 115.39093780517578}"
C_gen_balance_834,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 134.36927032470703, ""fault_return"": 134.36927032470703}"
C_gen_balance_835,C,balance,fault_generation,1,REJECTED_WITH_REASON,not_a_valid_causal_failure,,,,2,0,0.0,"{""clean_return"": 139.62808227539062, ""fault_return"": 123.93814086914062}"
