task,paired_clean_seed,config,return,failure_label,status,simulator_queries,cell
balance,20146,"{""modality"": ""obs_noise"", ""agents"": [0, 2], ""t_start"": 70, ""t_end"": 80, ""severity"": 0.2}",120.99957275390625,0,SUCCESS,1,"(0, 2, 3, 0)"
balance,20147,"{""modality"": ""obs_noise"", ""agents"": [1], ""t_start"": 70, ""t_end"": 80, ""severity"": 0.2}",122.86528015136719,0,SUCCESS,1,"(0, 2, 3, 1)"
balance,20148,"{""modality"": ""obs_noise"", ""agents"": [2], ""t_start"": 70, ""t_end"": 80, ""severity"": 0.2}",137.72076416015625,0,SUCCESS,1,"(0, 2, 3, 2)"
balance,20149,"{""modality"": ""obs_noise"", ""agents"": [0, 1], ""t_start"": 90, ""t_end"": 100, ""severity"": 0.2}",118.37782287597656,0,SUCCESS,1,"(0, 2, 4, 0)"
balance,20150,"{""modality"": ""obs_noise"", ""agents"": [1], ""t_start"": 90, ""t_end"": 100, ""severity"": 0.2}",130.0759506225586,0,SUCCESS,1,"(0, 2, 4, 1)"
balance,20151,"{""modality"": ""obs_noise"", ""agents"": [2], ""t_start"": 90, ""t_end"": 100, ""severity"": 0.2}",155.7315673828125,0,SUCCESS,1,"(0, 2, 4, 2)"
balance,20152,"{""modality"": ""obs_noise"", ""agents"": [0], ""t_start"": 10, ""t_end"": 20, ""severity"": 0.4}",125.50772094726562,0,SUCCESS,1,"(0, 3, 0, 0)"
balance,20153,"{""modality"": ""obs_noise"", ""agents"": [0, 1], ""t_start"": 10, ""t_end"": 20, ""severity"": 0.4}",139.59647369384766,0,SUCCESS,1,"(0, 3, 0, 0)"
balance,20154,"{""modality"": ""obs_noise"", ""agents"": [1, 2], ""t_start"": 10, ""t_end"": 20, ""severity"": 0.4}",124.15397644042969,0,SUCCESS,1,"(0, 3, 0, 1)"
balance,20155,"{""modality"": ""obs_noise"", ""agents"": [0], ""t_start"": 30, ""t_end"": 40, ""severity"": 0.4}",108.99050903320312,0,SUCCESS,1,"(0, 3, 1, 0)"
balance,20156,"{""modality"": ""obs_noise"", ""agents"": [0, 2], ""t_start"": 30, ""t_end"": 40, ""severity"": 0.4}",128.28607177734375,0,SUCCESS,1,"(0, 3, 1, 0)"
balance,20157,"{""modality"": ""obs_noise"", ""agents"": [0, 2], ""t_start"": 50, ""t_end"": 60, ""severity"": 0.4}",67.0331039428711,1,SUCCESS,1,"(0, 3, 2, 0)"
balance,20158,"{""modality"": ""obs_noise"", ""agents"": [2], ""t_start"": 50, ""t_end"": 60, ""severity"": 0.4}",123.5760498046875,0,SUCCESS,1,"(0, 3, 2, 2)"
balance,20159,"{""modality"": ""obs_noise"", ""agents"": [1], ""t_start"": 70, ""t_end"": 80, ""severity"": 0.4}",97.95414733886719,1,SUCCESS,1,"(0, 3, 3, 1)"
balance,20160,"{""modality"": ""obs_noise"", ""agents"": [2], ""t_start"": 70, ""t_end"": 80, ""severity"": 0.4}",35.137115478515625,1,SUCCESS,1,"(0, 3, 3, 2)"
balance,20161,"{""modality"": ""obs_noise"", ""agents"": [0], ""t_start"": 90, ""t_end"": 100, ""severity"": 0.4}",111.22721099853516,0,SUCCESS,1,"(0, 3, 4, 0)"
balance,20162,"{""modality"": ""obs_noise"", ""agents"": [0, 1], ""t_start"": 90, ""t_end"": 100, ""severity"": 0.4}",114.89373779296875,0,SUCCESS,1,"(0, 3, 4, 0)"
balance,20163,"{""modality"": ""obs_noise"", ""agents"": [1], ""t_start"": 90, ""t_end"": 100, ""severity"": 0.4}",8.415023803710938,1,SUCCESS,1,"(0, 3, 4, 1)"
balance,20164,"{""modality"": ""obs_noise"", ""agents"": [1, 2], ""t_start"": 90, ""t_end"": 100, ""severity"": 0.4}",152.79872131347656,0,SUCCESS,1,"(0, 3, 4, 1)"
