geometry,eta_r,eta_v,grid,iter,n_X,n_Y,V_restricted,LB,UB,rel_gap,br_blue_support,br_red_support,evals
head_on,1.2,0.8,5,13,47,47,12.430208161873056,8.703738961615993,17.966349664287087,0.745169395560255,8,8,0
head_on,1.2,0.8,5,14,48,48,12.156525027031837,9.398699925208351,14.13646762898586,0.3897304281644944,11,11,0
head_on,1.2,0.8,5,15,49,49,11.988961030488074,9.374150677848014,16.60387336001832,0.603031627493411,9,9,0
head_on,1.2,0.8,5,16,50,50,12.161436873859245,9.983682089680016,13.882296360968233,0.32057184621565626,11,11,0
head_on,1.2,0.8,5,17,51,51,11.960214621271753,8.780806562133716,16.460996707082582,0.6421448433951444,13,13,0
head_on,1.2,0.8,5,18,52,52,12.150260855334619,10.18140051946509,13.426627136170664,0.26709110654860924,12,12,0
head_on,1.2,0.8,5,19,53,53,12.096893152381202,9.929868236320047,14.313023012962814,0.3623372316700978,13,13,0
head_on,1.2,0.8,5,20,54,54,11.98214954904708,9.96762199077763,16.11536657823141,0.5130752676962457,13,13,0
head_on,1.2,0.8,5,21,55,55,12.298454761186514,10.004289163564785,14.411525013536462,0.35835687779905134,12,12,0
head_on,1.2,0.8,5,22,56,56,12.122726580197478,10.949902638553121,13.633021576061706,0.22132965878249455,13,13,0
head_on,1.2,0.8,5,23,57,57,12.189075471694112,10.441294710033276,13.156027412316588,0.22271850794488535,12,12,0
head_on,1.2,0.8,5,24,58,58,12.196818354269197,11.1458279082066,13.426030347190242,0.18695059422488755,14,14,0
head_on,1.2,0.8,5,25,59,59,12.189728477792363,10.902202312192651,13.096283952929447,0.17999429968715414,14,14,0
head_on,1.2,0.8,5,26,60,60,12.186969364870752,9.267477571527637,14.335089811181405,0.41582218580620117,13,13,0
head_on,1.2,0.8,5,27,61,61,12.083446839709886,11.45921356832247,12.776757332396798,0.10903708035893185,15,15,0
head_on,1.2,0.8,5,28,62,62,12.103924993635685,11.128837681014003,12.66811227347683,0.12717152438338686,15,15,0
head_on,1.2,0.8,5,29,63,63,12.10530813586006,11.791627235175385,12.40161022756604,0.05038971214484639,14,14,0
head_on,1.2,0.8,5,30,64,64,12.097586866846807,11.912280334474122,12.480768742562631,0.04699188477385024,16,16,0
head_on,0.8,1.0,5,1,35,35,-10.102834185565735,-29.914744776562515,1.6387514143207413,3.1232321159902647,5,5,0
head_on,0.8,1.0,5,2,36,36,-12.513607407033751,-22.474608905985583,0.20414490779788141,1.8123274189532272,3,3,0
head_on,0.8,1.0,5,3,37,37,-8.906647360180033,-19.37969952755169,-3.2927268249867163,1.8061760000162175,4,4,0
head_on,0.8,1.0,5,4,38,38,-11.543285464545328,-22.627215598709725,-1.3827466789995861,1.840417876259021,3,3,0
head_on,0.8,1.0,5,5,39,39,-11.911910475880788,-23.956807584463956,-3.48577269088998,1.7185349852169964,6,6,0
head_on,0.8,1.0,5,6,40,40,-9.975958400849418,-19.050921882839468,-0.30025886182218753,1.8795851253169549,7,7,0
head_on,0.8,1.0,5,7,41,41,-11.38683686706467,-18.132933482526457,-7.203541309132298,0.9598268861659356,7,7,0
head_on,0.8,1.0,5,8,42,42,-11.400531277791393,-17.46405420193222,-7.797147578880377,0.8479347486097683,6,6,0
head_on,0.8,1.0,5,9,43,43,-12.115390015627849,-16.35232553967117,-8.069775975990538,0.6836387068841225,6,6,0
head_on,0.8,1.0,5,10,44,44,-11.44683519360018,-16.4029777398011,-9.12416398258964,0.6358800169745588,8,8,0
head_on,0.8,1.0,5,11,45,45,-13.207167298980615,-17.21816021115536,-7.494030713253177,0.7362766956584803,8,8,0
head_on,0.8,1.0,5,12,46,46,-12.011799824256169,-15.295643806796194,-9.835749321315074,0.45454424527252096,10,10,0
head_on,0.8,1.0,5,13,47,47,-11.967652756069937,-18.449605228135884,-8.93092696897109,0.795367182953814,9,9,0
head_on,0.8,1.0,5,14,48,48,-12.018869137943657,-15.755160055560005,-8.087608349239837,0.6379594967145163,9,9,0
head_on,0.8,1.0,5,15,49,49,-12.290603336962967,-13.38599115948896,-10.444237946576639,0.23934978066253615,10,10,0
head_on,0.8,1.0,5,16,50,50,-12.000431531552472,-15.998811359551034,-10.711397354475347,0.4406019892846024,11,11,0
head_on,0.8,1.0,5,17,51,51,-12.03686534228562,-13.361265175796715,-10.806323639147788,0.2122597091514677,10,10,0
head_on,0.8,1.0,5,18,52,52,-12.200706946718139,-14.08211845482875,-9.502650539428782,0.3753444726931825,10,10,0
head_on,0.8,1.0,5,19,53,53,-12.06570810733014,-13.768357274940575,-11.192436556711794,0.21349105210525207,13,13,0
head_on,0.8,1.0,5,20,54,54,-12.129499054555515,-13.911580409585506,-10.971347923015927,0.24240345568643304,13,13,0
head_on,0.8,1.0,5,21,55,55,-11.953073803376714,-12.993208371157612,-10.25389406732398,0.22917237431093102,13,13,0
head_on,0.8,1.0,5,22,56,56,-11.987474938664008,-12.700784437965032,-11.35773493708925,0.11203773169476706,14,14,0
head_on,0.8,1.0,5,23,57,57,-12.00539510826162,-12.695246013379016,-11.179993139300718,0.12621432784295147,13,13,0
head_on,0.8,1.0,5,24,58,58,-11.977453868156346,-12.425343587412849,-11.422923550322537,0.08369224779528302,15,15,0
head_on,0.8,1.0,5,25,59,59,-11.96435311742617,-12.74919280022779,-11.28370180037182,0.12248810992726993,15,15,0
head_on,0.8,1.0,5,26,60,60,-11.973960880206459,-12.36158105798773,-11.341282759485168,0.08520975713134027,17,17,0
head_on,0.8,1.0,5,27,61,61,-11.952181866704736,-12.216973629281007,-11.481331646046234,0.06154876084039979,16,16,0
head_on,0.8,1.0,5,28,62,62,-11.927984907502694,-12.487737302522264,-11.661077924423864,0.06930419383566053,16,16,0
head_on,0.8,1.0,5,29,63,63,-11.897281775637179,-12.449497210425115,-11.499810679115194,0.07982382440118833,17,17,0
head_on,0.8,1.0,5,30,64,64,-11.92399245941078,-12.491207121056753,-11.09124321732699,0.11740731206391097,18,18,0
head_on,0.8,1.0,5,31,65,65,-11.911296374824301,-12.61476803679006,-11.774825738685546,0.0705164468814507,17,17,0
head_on,0.8,1.0,5,32,66,66,-11.919325446979371,-12.628018612874992,-11.677951234972033,0.07970814977148963,19,19,0
head_on,0.8,1.0,5,33,67,67,-11.951033949269366,-12.146250996746755,-10.95496432733417,0.09968063637585214,20,20,0
head_on,0.8,1.0,5,34,68,68,-11.926838989831088,-12.16734860009,-11.337429708579782,0.06958414481974753,22,22,0
head_on,0.8,1.0,5,35,69,69,-11.924041262556367,-12.222114370980103,-11.924041262556349,0.024997658248613844,21,21,0
head_on,0.8,1.2,5,1,35,35,-10.327025152686069,-26.526517904261596,0.05121034954707149,2.573609327067028,6,6,0
head_on,0.8,1.2,5,2,36,36,-13.06070210409542,-18.691013458834718,-0.6702322925768884,1.37977124220658,5,5,0
head_on,0.8,1.2,5,3,37,37,-10.914397394375957,-21.249939242521226,-3.6904644193189515,1.60883594290331,3,3,0
head_on,0.8,1.2,5,4,38,38,-10.35221114134444,-23.545377018956472,-2.1522916585204417,2.066523283610086,4,4,0
head_on,0.8,1.2,5,5,39,39,-10.238720489828584,-18.35288376760952,-4.610351697261968,1.3422118597728834,5,5,0
head_on,0.8,1.2,5,6,40,40,-11.481902509961568,-16.94848150338535,-4.371620409335308,1.095363863535551,4,4,0
head_on,0.8,1.2,5,7,41,41,-10.567253430485334,-16.319075597540486,-7.827180537132651,0.8036047508721307,5,5,0
head_on,0.8,1.2,5,8,42,42,-9.787447538697155,-16.728149125264995,-7.892664694179559,0.9027363259064337,6,6,0
head_on,0.8,1.2,5,9,43,43,-10.451889099022374,-16.759819859675037,-3.9979143203958367,1.2210142509522892,6,6,0
head_on,0.8,1.2,5,10,44,44,-10.98582644328704,-14.385545701729722,-8.357176840267332,0.5487405879369288,7,7,0
head_on,0.8,1.2,5,11,45,45,-11.537194466872585,-15.486636469947864,-5.687359717417166,0.849363922976936,8,8,0
head_on,0.8,1.2,5,12,46,46,-11.12888432557715,-14.37471516250544,-8.518438766063793,0.5262231347829143,9,9,0
head_on,0.8,1.2,5,13,47,47,-10.678835860968022,-15.63023376194146,-9.02834096745792,0.6182221433530946,9,9,0
head_on,0.8,1.2,5,14,48,48,-10.631306151464543,-13.865502785692255,-7.874647907046937,0.5635107100946419,9,9,0
head_on,0.8,1.2,5,15,49,49,-10.918740641233239,-13.38108456163774,-8.733203607361883,0.42567921585422813,10,10,0
head_on,0.8,1.2,5,16,50,50,-10.823256301064646,-12.516793215217925,-8.19914053526301,0.3989236288833151,10,10,0
head_on,0.8,1.2,5,17,51,51,-10.648624501731753,-14.508970696951629,-9.480679854694635,0.47220097219497764,12,12,0
head_on,0.8,1.2,5,18,52,52,-10.576352074610705,-13.38569609954419,-10.030393406499197,0.31724574497662933,11,11,0
head_on,0.8,1.2,5,19,53,53,-10.792917047686107,-12.771960839965455,-9.410371709656408,0.3114625189331682,13,13,0
head_on,0.8,1.2,5,20,54,54,-10.756504968356072,-14.192843752186416,-9.878987076822302,0.4010463145840396,13,13,0
head_on,0.8,1.2,5,21,55,55,-10.780634949188926,-13.054664774952887,-9.850612921833289,0.29720437323226984,12,12,0
head_on,0.8,1.2,5,22,56,56,-10.831692331852059,-12.387789699517738,-9.507971107992066,0.2658696816061858,13,13,0
head_on,0.8,1.2,5,23,57,57,-11.010944784791233,-12.872794473956027,-9.95333043571428,0.26514201054520137,12,12,0
head_on,0.8,1.2,5,24,58,58,-10.993338618455665,-12.138163422387699,-10.026569074047273,0.192079442071899,14,14,0
head_on,0.8,1.2,5,25,59,59,-11.057954724759977,-13.143449283773407,-9.39109869955113,0.3393349563839642,12,12,0
head_on,0.8,1.2,5,26,60,60,-11.011390734042571,-12.363195112875616,-10.119569050286557,0.20375501303869945,16,16,0
head_on,0.8,1.2,5,27,61,61,-11.081668904286335,-13.007200166154929,-9.683337934623841,0.2999423877612364,14,14,0
head_on,0.8,1.2,5,28,62,62,-11.022773431828245,-12.933408999944135,-10.166520724744624,0.2510156171050495,15,15,0
head_on,0.8,1.2,5,29,63,63,-10.98646080446344,-12.346784849979212,-10.4182803604522,0.17553464430906837,16,16,0
head_on,0.8,1.2,5,30,64,64,-11.000579443873253,-12.146852881476855,-10.567459251624816,0.14357367608773355,16,16,0
head_on,0.8,1.2,5,31,65,65,-11.04275339152424,-11.909456125895533,-10.250519048554045,0.15022857239706078,17,17,0
head_on,0.8,1.2,5,32,66,66,-11.086423695210986,-12.668031631884988,-9.886709384971848,0.25087641636090374,21,21,0
head_on,0.8,1.2,5,33,67,67,-11.14872075086381,-12.02828533790274,-9.981325521951607,0.18360490514506195,18,18,0
head_on,0.8,1.2,5,34,68,68,-11.096960186725958,-12.234978896715804,-10.756236514182946,0.13325652770221796,21,21,0
head_on,0.8,1.2,5,35,69,69,-11.077528224929061,-12.007195104587169,-10.866353564469922,0.1029870127119042,21,21,0
head_on,0.8,1.2,5,36,70,70,-11.13881021386305,-11.65626202031153,-10.338155976021513,0.11833454551991016,17,17,0
head_on,0.8,1.2,5,37,71,71,-11.128096903633184,-11.751209104911498,-10.775843559904112,0.08764890829526659,18,18,0
head_on,0.8,1.2,5,38,72,72,-11.10795644382355,-11.993999276082745,-10.976994500684633,0.09155642449098778,20,20,0
head_on,0.8,1.2,5,39,73,73,-11.13751495130467,-11.98417161413555,-11.051731007963207,0.08372070522456307,21,21,0
head_on,0.8,1.2,5,40,74,74,-11.1468149630431,-11.818310059787095,-10.89045878076924,0.08323913890148128,24,24,0
head_on,1.2,1.2,5,1,35,35,7.183051356349994,-5.771021843760261,35.81427679943243,5.789363959709164,7,7,0
head_on,1.2,1.2,5,2,36,36,14.26454009558704,-4.393655122581514,31.698862487958625,2.530226517552145,3,3,0
head_on,1.2,1.2,5,3,37,37,11.944569998719047,5.725956282644235,32.27810763222637,2.222947444104696,3,3,0
head_on,1.2,1.2,5,4,38,38,13.548929961939567,8.354973224452753,38.03275787730241,2.190415386028108,3,3,0
head_on,1.2,1.2,5,5,39,39,14.024471483960536,1.777935788510352,28.12447433737553,1.8786118663364326,5,5,0
head_on,1.2,1.2,5,6,40,40,14.352991187148499,10.463706029008717,20.370102988548275,0.6901973832750368,5,5,0
head_on,1.2,1.2,5,7,41,41,15.409253308287955,5.290512185997674,21.396206634532135,1.045196293831572,6,6,0
head_on,1.2,1.2,5,8,42,42,13.933415419465602,8.849207769575354,20.03655076740646,0.802914623660893,7,7,0
head_on,1.2,1.2,5,9,43,43,15.314434608806465,8.986986919521293,19.337642777378342,0.6758758075146288,6,6,0
head_on,1.2,1.2,5,10,44,44,13.797322414817653,9.260345421440423,24.471964998891192,1.1025051905081402,6,6,0
head_on,1.2,1.2,5,11,45,45,13.478648215494157,11.465464643850021,18.160887328343865,0.4967428912342434,8,8,0
head_on,1.2,1.2,5,12,46,46,13.983836526680332,9.624572821407904,15.209228327307446,0.3993650451536923,10,10,0
head_on,1.2,1.2,5,13,47,47,13.065426573073077,12.019988001639515,17.106320474939267,0.3892970845500234,8,8,0
head_on,1.2,1.2,5,14,48,48,13.241775141377131,9.882056274468518,15.556551807482197,0.42852982114779653,9,9,0
head_on,1.2,1.2,5,15,49,49,12.934724445176226,11.739106868038293,16.292602632077095,0.3520365496256819,8,8,0
head_on,1.2,1.2,5,16,50,50,13.141616063796455,9.098624023290814,16.441281072045154,0.5587331887576948,9,9,0
head_on,1.2,1.2,5,17,51,51,13.17515921420944,9.743034646248503,15.39678693067252,0.4291221223593587,9,9,0
head_on,1.2,1.2,5,18,52,52,13.23398377650355,12.158018796117688,14.848501403067363,0.20330103560550894,9,9,0
head_on,1.2,1.2,5,19,53,53,13.600763285998953,10.941744344033417,14.649255606248351,0.27259582306175134,11,11,0
head_on,1.2,1.2,5,20,54,54,13.290411885871407,11.450089859280116,15.912343947848667,0.3357498719292684,10,10,0
head_on,1.2,1.2,5,21,55,55,13.511214780278074,12.517765534565571,14.926506137851682,0.178277130699016,14,14,0
head_on,1.2,1.2,5,22,56,56,13.475549290992715,10.56593544881102,15.358301641944772,0.35563420010915997,13,13,0
head_on,1.2,1.2,5,23,57,57,13.383273784531617,12.905593049049655,15.761124896123107,0.2133657200059581,13,13,0
head_on,1.2,1.2,5,24,58,58,13.267061749790045,12.380770267321735,15.374723008386923,0.2256681093017878,13,13,0
head_on,1.2,1.2,5,25,59,59,13.334884147163962,13.11045640944608,15.095951234551572,0.1488947937749998,13,13,0
head_on,1.2,1.2,5,26,60,60,13.389038107688446,12.29020976821197,13.80741958726235,0.11331731277836506,14,14,0
head_on,1.2,1.2,5,27,61,61,13.367720002344779,12.870385696751544,14.116778708734238,0.0932390124691472,13,13,0
head_on,1.2,1.2,5,28,62,62,13.376616681648876,13.206295282471853,14.049421285255924,0.06302983952143443,15,15,0
head_on,1.2,1.2,5,29,63,63,13.368289662237814,13.228223799273223,14.012832163506006,0.058691753698987534,16,16,0
head_on,1.2,1.2,5,30,64,64,13.392706505396559,12.967489170790758,13.955588269558508,0.07377889587661743,17,17,0
head_on,1.2,1.2,5,31,65,65,13.391274404119603,13.2421989895384,13.868537391269307,0.04677212809097723,17,17,0
parallel,0.8,0.8,5,1,35,35,-8.45418461468858,-23.637918699995062,0.21330017618454966,2.821232320233428,4,4,0
parallel,0.8,0.8,5,2,36,36,-10.00308870619148,-21.293362165753226,2.089013951849266,2.3375156218628566,4,4,0
parallel,0.8,0.8,5,3,37,37,-7.75107118617799,-21.83228207668313,-0.8502889399882826,2.7069798009481256,6,6,0
parallel,0.8,0.8,5,4,38,38,-6.346366670605892,-27.110859355293424,-1.4409090237382225,4.044826223238764,3,3,0
parallel,0.8,0.8,5,5,39,39,-10.316703973181529,-17.992954260601554,-2.723862546340057,1.4800358480725815,6,6,0
parallel,0.8,0.8,5,6,40,40,-9.406192862077962,-17.504433401853618,-2.450897057948266,1.6003856783114918,5,5,0
parallel,0.8,0.8,5,7,41,41,-9.539886068752583,-15.235325016494622,-3.7476941228037806,1.2041685624860865,7,7,0
parallel,0.8,0.8,5,8,42,42,-9.605077554913429,-14.377847211201463,-3.9493828253390224,1.0857241210434383,6,6,0
parallel,0.8,0.8,5,9,43,43,-9.486818287383397,-11.457043249777882,-0.13680570099038675,1.1932596583875101,6,6,0
parallel,0.8,0.8,5,10,44,44,-9.228643144918838,-12.020329298997297,0.6347721619513598,1.3712851675185187,5,5,0
parallel,0.8,0.8,5,11,45,45,-8.85611894044851,-13.53342392767627,-5.7404257066575415,0.8799563638904851,8,8,0
parallel,0.8,0.8,5,12,46,46,-8.380758066567708,-12.437720195960722,-4.755480512061954,0.9166521241729372,8,8,0
parallel,0.8,0.8,5,13,47,47,-8.843808885739493,-13.016327706687754,-4.752389094136014,0.9344320664682403,9,9,0
parallel,0.8,0.8,5,14,48,48,-8.901559990046952,-10.935916230446578,-5.918629463532797,0.5636412912482452,8,8,0
parallel,0.8,0.8,5,15,49,49,-8.926118852424992,-11.843440502231713,-6.66424556639476,0.5802292151229762,9,9,0
parallel,0.8,0.8,5,16,50,50,-8.826607562489318,-10.743754840813283,-4.82016473968655,0.6711060913482072,11,11,0
parallel,0.8,0.8,5,17,51,51,-8.478655605297,-11.465582916483132,-6.470683751381294,0.5891145244750003,11,11,0
parallel,0.8,0.8,5,18,52,52,-8.592219469764096,-14.159168688347066,-6.530435900780153,0.8878652150835206,10,10,0
parallel,0.8,0.8,5,19,53,53,-8.832972837705086,-10.626031282259186,-7.051113719624661,0.40472416572757536,12,12,0
parallel,0.8,0.8,5,20,54,54,-8.823478281562377,-10.624379455941563,-7.235121322125585,0.38411814770352,14,14,0
parallel,0.8,0.8,5,21,55,55,-8.988606307149848,-10.1866242321546,-6.811102740912672,0.37553335588376163,14,14,0
parallel,0.8,0.8,5,22,56,56,-8.670366133790985,-10.53255563626116,-6.68955536910209,0.44323390821775793,15,15,0
parallel,0.8,0.8,5,23,57,57,-8.657789188480095,-10.512896319267819,-7.450381153028617,0.3537294682936069,15,15,0
parallel,0.8,0.8,5,24,58,58,-8.624137467267133,-10.990300364154438,-7.149850450966022,0.44531408825112345,14,14,0
parallel,0.8,0.8,5,25,59,59,-8.733559652143374,-10.03653203568314,-7.315934774688231,0.31151069774020773,16,16,0
parallel,0.8,0.8,5,26,60,60,-8.822299080048381,-9.962485418113713,-7.16540099240066,0.31704710986716106,15,15,0
parallel,0.8,0.8,5,27,61,61,-8.824668354003038,-10.214005489487343,-6.56331533476411,0.4136914848553159,16,16,0
parallel,0.8,0.8,5,28,62,62,-8.800899598655423,-10.051307448141523,-7.100206910293718,0.3353180552472916,16,16,0
parallel,0.8,0.8,5,29,63,63,-8.84201631840314,-10.018942980573238,-7.634659318046452,0.26965384100957923,18,18,0
parallel,0.8,0.8,5,30,64,64,-8.77702033806524,-9.900657313628566,-7.821214516101751,0.23691899043556233,18,18,0
parallel,0.8,0.8,5,31,65,65,-8.738719806366497,-10.34594729615158,-7.4767783461547435,0.32832829219521786,15,15,0
parallel,0.8,0.8,5,32,66,66,-8.732353092180155,-9.625991619406557,-7.965517633030993,0.19015195203942484,19,19,0
parallel,0.8,0.8,5,33,67,67,-8.761089127200012,-9.626733098189504,-7.609467401522443,0.23025284498067491,17,17,0
parallel,0.8,0.8,5,34,68,68,-8.664859992259586,-9.991478251750388,-7.425487423965156,0.29613759830827735,18,18,0
parallel,0.8,0.8,5,35,69,69,-8.733945477018146,-9.62962734641535,-8.108211359146136,0.17419572760930965,18,18,0
parallel,0.8,0.8,5,36,70,70,-8.799185876465835,-9.598281073413945,-8.229026940743982,0.15561145677489885,18,18,0
parallel,0.8,0.8,5,37,71,71,-8.785847418556502,-9.598098468967212,-8.29466809567629,0.14835568058443172,21,21,0
parallel,0.8,0.8,5,38,72,72,-8.775406609011103,-9.636537475327922,-8.31031849466504,0.15112906327338063,20,20,0
