geometry,eta_r,eta_v,grid,iter,n_X,n_Y,V_restricted,LB,UB,rel_gap,br_blue_support,br_red_support,evals
parallel,0.8,0.8,5,39,73,73,-8.760769220173469,-9.514269607161221,-8.52740687226006,0.11264567186962382,20,20,0
parallel,0.8,0.8,5,40,74,74,-8.81342707374672,-9.722048211986767,-7.661975568474859,0.23374251880388452,19,19,0
parallel,0.8,1.0,5,1,35,35,-9.387927827255965,-15.358659169392197,5.205614305474079,2.1905018714739195,6,6,0
parallel,0.8,1.0,5,2,36,36,-9.00353036310064,-13.28515657592302,-0.7613155463364984,1.3909922579828513,5,5,0
parallel,0.8,1.0,5,3,37,37,-7.572006291064788,-12.662037793164584,0.7905698377432953,1.7766239374077635,5,5,0
parallel,0.8,1.0,5,4,38,38,-7.867202127303825,-13.386285746989499,-2.894442974740577,1.3336180515606748,7,7,0
parallel,0.8,1.0,5,5,39,39,-8.564379246335452,-16.184385679259044,4.405241290750139,2.404100329725488,5,5,0
parallel,0.8,1.0,5,6,40,40,-6.993828962036033,-16.83515663836579,-2.36416223888331,2.069108992804094,7,7,0
parallel,0.8,1.0,5,7,41,41,-7.513151961713071,-12.014776537247172,-4.171267000309834,1.0439705701292568,8,8,0
parallel,0.8,1.0,5,8,42,42,-8.301390281113207,-12.499493586538911,-0.8618247986977603,1.4018939471281613,8,8,0
parallel,0.8,1.0,5,9,43,43,-7.155319439854382,-12.779505381453346,-3.6284990839822706,1.2789095405721407,6,6,0
parallel,0.8,1.0,5,10,44,44,-6.871212876704888,-10.103472759549518,-4.274274726070643,0.8483506679353945,8,8,0
parallel,0.8,1.0,5,11,45,45,-7.536155000934248,-10.521959686192577,-3.531011782842637,0.9276544739967904,6,6,0
parallel,0.8,1.0,5,12,46,46,-6.793514688358008,-11.016522117372286,-3.9148875442583635,1.0453550038368118,9,9,0
parallel,0.8,1.0,5,13,47,47,-7.016086519203189,-9.325661516336904,-3.660159875634928,0.8075016784920437,8,8,0
parallel,0.8,1.0,5,14,48,48,-7.229283568939453,-10.014725175247456,-5.229221918956305,0.6619609274772427,9,9,0
parallel,0.8,1.0,5,15,49,49,-6.903893252075234,-9.418319133309502,-5.487401500839574,0.5693769426820641,10,10,0
parallel,0.8,1.0,5,16,50,50,-6.934942926006425,-8.553262835263755,-4.395546298518332,0.5995314714348625,11,11,0
parallel,0.8,1.0,5,17,51,51,-6.968661578436592,-8.267482793559845,-5.73641269132609,0.3632074931096878,13,13,0
parallel,0.8,1.0,5,18,52,52,-7.078296419782548,-8.762988687576772,-5.160593827680238,0.5089352926543875,11,11,0
parallel,0.8,1.0,5,19,53,53,-7.021577542839061,-8.555807833796068,-5.989499813636606,0.36548880995791394,13,13,0
parallel,0.8,1.0,5,20,54,54,-7.14952358675442,-8.464186084498083,-5.819529430545769,0.3699066968394849,14,14,0
parallel,0.8,1.0,5,21,55,55,-7.122873994232985,-8.163728335658835,-6.202213792527459,0.2753824572383999,13,13,0
parallel,0.8,1.0,5,22,56,56,-7.218812077566055,-8.475115740646654,-6.469647123990345,0.2778114453053454,13,13,0
parallel,0.8,1.0,5,23,57,57,-7.144126325395565,-8.177823516323947,-6.391622211125508,0.2500237571176401,13,13,0
parallel,0.8,1.0,5,24,58,58,-7.205862416889806,-8.09342953350014,-6.666778468093496,0.19798477723675653,14,14,0
parallel,0.8,1.0,5,25,59,59,-7.1888266266865175,-8.048682527688626,-6.346117188320029,0.23683494230453372,16,16,0
parallel,0.8,1.0,5,26,60,60,-7.242888434041843,-8.092388705520378,-7.040494105996475,0.14523136854903893,15,15,0
parallel,0.8,1.0,5,27,61,61,-7.307339527600228,-8.47076171659316,-6.973373642534519,0.2049156287870465,17,17,0
parallel,0.8,1.0,5,28,62,62,-7.308096700871012,-7.9175503990200875,-7.074670136206322,0.11533512723132239,18,18,0
parallel,0.8,1.0,5,29,63,63,-7.305068586144092,-8.115023739601154,-7.11786887597267,0.13650177980804185,17,17,0
parallel,0.8,1.0,5,30,64,64,-7.322848559453841,-7.879403467905555,-6.9009989124190945,0.13360983059295067,18,18,0
parallel,0.8,1.0,5,31,65,65,-7.301003655151365,-8.323383042845688,-7.04732068757281,0.1747790325200737,18,18,0
parallel,0.8,1.0,5,32,66,66,-7.3113497729148005,-7.622144323514478,-7.043708762087887,0.07911474343211289,19,19,0
parallel,0.8,1.0,5,33,67,67,-7.302855771551234,-8.05223062588531,-6.913076119191012,0.15598753998839066,19,19,0
parallel,0.8,1.0,5,34,68,68,-7.303327178460389,-7.966341952715069,-7.162787162830466,0.11002585126605272,22,22,0
parallel,0.8,1.0,5,35,69,69,-7.312867470793326,-7.608021239428721,-7.242005299655953,0.05005094666826518,20,20,0
parallel,0.8,1.0,5,36,70,70,-7.3266347606344215,-7.74169207675126,-7.159729915438715,0.07943103216218637,21,21,0
parallel,0.8,1.0,5,37,71,71,-7.329381585548225,-7.69958998176468,-7.168393585030604,0.0724749271864173,25,25,0
parallel,0.8,1.0,5,38,72,72,-7.316844681890082,-7.845863801822136,-7.260690264824248,0.07997621412495619,23,23,0
parallel,0.8,1.0,5,39,73,73,-7.318803599207801,-7.734585024874558,-7.201884686060693,0.07278516653617056,23,23,0
parallel,0.8,1.0,5,40,74,74,-7.3203127230518525,-7.565591542596182,-7.24416885633374,0.04390832720168817,22,22,0
parallel,0.8,1.2,5,1,35,35,-7.86386226785419,-11.651557364654753,3.0902740748077617,1.8746299130548119,5,5,0
parallel,0.8,1.2,5,2,36,36,-6.510246470273077,-11.114526450295195,-0.5849795840057288,1.6173806804963862,5,5,0
parallel,0.8,1.2,5,3,37,37,-7.441090516477689,-14.781335228300804,0.30352144665303993,2.0272373574208857,7,7,0
parallel,0.8,1.2,5,4,38,38,-7.300320454832292,-12.714313295204828,-0.9901579092819829,1.6059781838977067,7,7,0
parallel,0.8,1.2,5,5,39,39,-7.182133354831107,-10.287116232945438,-1.7822828580984078,1.184165338440312,7,7,0
parallel,0.8,1.2,5,6,40,40,-7.258481367437117,-10.557163851093172,-2.9146364246593826,1.0529099738024503,7,7,0
parallel,0.8,1.2,5,7,41,41,-6.683322307074697,-12.088741658173287,-4.29449246170902,1.1662237489599427,6,6,0
parallel,0.8,1.2,5,8,42,42,-7.048502677218018,-9.1047604110311,-2.368682822340502,0.9556749705810239,7,7,0
parallel,0.8,1.2,5,9,43,43,-6.897627309934677,-9.9011273492082,-3.4505882392508918,0.9351823199648052,8,8,0
parallel,0.8,1.2,5,10,44,44,-7.022221871836991,-9.38615979441175,-0.947703915625868,1.2016789034577184,7,7,0
parallel,0.8,1.2,5,11,45,45,-6.393274038221975,-10.235753699592323,-4.356581409480426,0.91958709339901,8,8,0
parallel,0.8,1.2,5,12,46,46,-6.65783353580066,-9.020333696765263,-3.5624519328154443,0.8197684328695767,8,8,0
parallel,0.8,1.2,5,13,47,47,-6.567837203345235,-8.141811543189961,-4.98415115604858,0.48077628744102724,9,9,0
parallel,0.8,1.2,5,14,48,48,-6.514350658375507,-8.089664941473838,-4.735603745144157,0.5148726822092945,9,9,0
parallel,0.8,1.2,5,15,49,49,-6.421996839588866,-8.334877218885268,-4.439719540691316,0.6065337270460753,9,9,0
parallel,0.8,1.2,5,16,50,50,-6.558721804029504,-7.5389181637868194,-4.744855619796809,0.42600717448839087,11,11,0
parallel,0.8,1.2,5,17,51,51,-6.59865234986199,-7.983067840725047,-3.001080036826218,0.755000800125957,9,9,0
parallel,0.8,1.2,5,18,52,52,-6.52661795120749,-7.54758572643452,-5.03105084207548,0.3855802351497311,10,10,0
parallel,0.8,1.2,5,19,53,53,-6.258862626767593,-7.740538073738403,-4.072235788357476,0.5860972678474382,11,11,0
parallel,0.8,1.2,5,20,54,54,-6.461631410168383,-7.700058766440511,-5.108784974405553,0.40102469911192795,13,13,0
parallel,0.8,1.2,5,21,55,55,-6.410758250638505,-7.446189221122211,-5.459557811535855,0.3098902394874256,11,11,0
parallel,0.8,1.2,5,22,56,56,-6.391409097076721,-7.489131014244475,-5.633848088586119,0.29027760506003575,13,13,0
parallel,0.8,1.2,5,23,57,57,-6.490205149049071,-7.818827170494492,-5.858391668799065,0.3020606370174085,14,14,0
parallel,0.8,1.2,5,24,58,58,-6.515913164361588,-7.758216893693782,-5.502740591839038,0.3461489195698527,15,15,0
parallel,0.8,1.2,5,25,59,59,-6.495036373537983,-7.544810650467076,-5.370767867755155,0.3347237271171238,15,15,0
parallel,0.8,1.2,5,26,60,60,-6.495360411892385,-7.429648558435279,-6.06505350383662,0.21008765766103066,16,16,0
parallel,0.8,1.2,5,27,61,61,-6.479360984650697,-7.881058314091067,-5.491193843484351,0.36884261831810167,15,15,0
parallel,0.8,1.2,5,28,62,62,-6.443877733525757,-7.558128804285604,-5.069603442600587,0.3861844474077916,16,16,0
parallel,0.8,1.2,5,29,63,63,-6.449729263378658,-7.264568996940015,-6.092516114311135,0.18172125290339802,17,17,0
parallel,0.8,1.2,5,30,64,64,-6.507373725905895,-7.42428545081393,-5.312337445273463,0.32454690547936255,17,17,0
parallel,0.8,1.2,5,31,65,65,-6.509560912634964,-7.181877995651504,-5.809859845784218,0.21076969219294328,16,16,0
parallel,0.8,1.2,5,32,66,66,-6.540183291234353,-7.189330424567387,-6.219917874962156,0.14822406443937292,18,18,0
parallel,0.8,1.2,5,33,67,67,-6.503731004391318,-6.980636427652947,-6.13049709947675,0.13071563501045536,16,16,0
parallel,0.8,1.2,5,34,68,68,-6.451138960524901,-6.9086692762716595,-6.144926639565469,0.11838880566355808,18,18,0
parallel,0.8,1.2,5,35,69,69,-6.456254289813161,-6.91739218945243,-6.267219262330164,0.10070435548799953,20,20,0
parallel,0.8,1.2,5,36,70,70,-6.489634828740321,-7.380632535696612,-6.325806785869674,0.16254007777995202,17,17,0
parallel,0.8,1.2,5,37,71,71,-6.539166034191956,-6.839886935917654,-6.164654713926111,0.10325968456235751,20,20,0
parallel,0.8,1.2,5,38,72,72,-6.53823735382878,-6.820378169505267,-6.185055981140319,0.09717025460889768,20,20,0
parallel,0.8,1.2,5,39,73,73,-6.500315273741332,-6.9307333469180445,-6.431226953146556,0.07684341031723402,21,21,0
parallel,0.8,1.2,5,40,74,74,-6.505252229020223,-6.730631010224866,-6.4473111893897865,0.04355247281130424,20,20,0
parallel,1.2,0.8,5,1,35,35,10.857555397331316,-3.026464531743818,17.790632740591338,1.917291370896602,4,4,0
parallel,1.2,0.8,5,2,36,36,10.911043920198741,-7.695537098091645,14.077927615047386,1.9955436777989282,3,3,0
parallel,1.2,0.8,5,3,37,37,10.793344154910407,-3.7136778371998536,14.988137834092658,1.7327174416822577,4,4,0
parallel,1.2,0.8,5,4,38,38,9.971474479347014,-4.963024804625905,15.800770119879493,2.0823194170041264,7,7,0
parallel,1.2,0.8,5,5,39,39,7.051019210502982,-1.5534224213970336,15.929700532512769,2.4795171353195973,6,6,0
parallel,1.2,0.8,5,6,40,40,9.032711932112152,-0.0638242362245044,16.02106146698555,1.7807371500497822,6,6,0
parallel,1.2,0.8,5,7,41,41,8.63903522273381,2.53358318252021,15.65213920405975,1.5185209555596872,8,8,0
parallel,1.2,0.8,5,8,42,42,8.45357541413873,3.1384351961545307,12.956671603957087,1.1614300372102213,8,8,0
parallel,1.2,0.8,5,9,43,43,8.25706061774629,2.9612244041280706,11.880510722367536,1.0802011431368084,9,9,0
parallel,1.2,0.8,5,10,44,44,8.241206976731958,4.317148177728542,10.487996520925524,0.7487796824687961,10,10,0
parallel,1.2,0.8,5,11,45,45,7.912249178540657,3.7468409116662227,13.913757310108858,1.2849590766197068,8,8,0
parallel,1.2,0.8,5,12,46,46,8.4224033198986,-3.4454879746700064,11.021699814370894,1.7177030402784224,8,8,0
parallel,1.2,0.8,5,13,47,47,8.419421500529321,3.6183060274520233,10.971451154282256,0.8733551499194984,11,11,0
parallel,1.2,0.8,5,14,48,48,7.733752557934668,4.289372733306985,11.691246349070378,0.9570869458668192,10,10,0
parallel,1.2,0.8,5,15,49,49,7.477881817470408,4.627053286818661,14.629225782672181,1.337567608047197,8,8,0
parallel,1.2,0.8,5,16,50,50,7.880738668684975,5.039721548772037,11.467592292240742,0.8156431793647201,9,9,0
parallel,1.2,0.8,5,17,51,51,8.010817605733003,5.039430715679348,10.681906241215021,0.7043570086401159,12,12,0
parallel,1.2,0.8,5,18,52,52,7.390920744495688,3.3178286545848366,8.895472111589486,0.7546615164502396,10,10,0
parallel,1.2,0.8,5,19,53,53,7.216060755755826,3.8215656754832947,8.901502095733607,0.7039763926874294,12,12,0
parallel,1.2,0.8,5,20,54,54,7.255772532577986,3.9200289215686546,8.677156473344857,0.6556335015213037,12,12,0
parallel,1.2,0.8,5,21,55,55,7.451213267673876,4.9958463254279,8.944783493215283,0.5299723717370076,12,12,0
parallel,1.2,0.8,5,22,56,56,7.498217142225649,5.522451274602593,9.807209343081283,0.5714369145632493,11,11,0
parallel,1.2,0.8,5,23,57,57,7.544506955186055,5.516828285253574,9.029241303098855,0.46555898731472,10,10,0
parallel,1.2,0.8,5,24,58,58,7.471487999493123,4.758765885256057,8.56368899540006,0.5092590807081715,12,12,0
parallel,1.2,0.8,5,25,59,59,7.561379755105424,4.846257714274537,8.80076574482326,0.5229876237704698,16,16,0
parallel,1.2,0.8,5,26,60,60,7.197178476527517,4.945215173511552,9.867850003695963,0.6839673138909674,14,14,0
parallel,1.2,0.8,5,27,61,61,7.222402940002281,5.733915825147754,8.193456884638005,0.34054331777416363,14,14,0
parallel,1.2,0.8,5,28,62,62,7.166059057128592,6.198663034222228,8.423439782185525,0.3104602865015677,16,16,0
parallel,1.2,0.8,5,29,63,63,7.216332184841985,6.326094896154356,8.740894207288278,0.334629732844927,19,19,0
parallel,1.2,0.8,5,30,64,64,7.173235913794411,6.376334654895544,8.65761286236675,0.3180263739945065,18,18,0
parallel,1.2,0.8,5,31,65,65,7.290256882635665,6.218313419576994,8.435224561210164,0.30409232175529116,18,18,0
parallel,1.2,0.8,5,32,66,66,7.196888800790525,6.2592921121566745,8.367151427971251,0.2928847970505038,20,20,0
parallel,1.2,0.8,5,33,67,67,7.2596929424029835,6.465666149284054,8.15366816390606,0.23251699872353987,18,18,0
parallel,1.2,0.8,5,34,68,68,7.304751868135764,6.681116050630592,8.030546662953922,0.18473325811513377,20,20,0
parallel,1.2,0.8,5,35,69,69,7.26022644790456,6.444775283591955,8.455826183362072,0.2769956163489287,19,19,0
parallel,1.2,0.8,5,36,70,70,7.2966878608647345,6.279860867733645,8.599928317168628,0.3179617236854133,21,21,0
parallel,1.2,0.8,5,37,71,71,7.120183641540512,6.574344925506758,7.977252707563084,0.19703252790721482,20,20,0
parallel,1.2,0.8,5,38,72,72,7.1425291773786075,6.417005634068816,7.6621091741467975,0.1743224996576002,19,19,0
parallel,1.2,0.8,5,39,73,73,7.145679097076865,6.617634379893432,7.676803871551047,0.14822516898231505,19,19,0
parallel,1.2,0.8,5,40,74,74,7.161036002993367,6.816815981049532,7.768608820890617,0.13291272930945025,21,21,0
parallel,1.2,1.0,5,1,35,35,8.969660144757361,-2.933977165757014,22.068409267892417,2.78743966105148,6,6,0
parallel,1.2,1.0,5,2,36,36,8.554827783196902,-2.423254589442134,16.222299969713248,2.1795359335904267,6,6,0
parallel,1.2,1.0,5,3,37,37,8.651920093761435,-2.399147350574494,21.411088306849777,2.7520175174286354,4,4,0
parallel,1.2,1.0,5,4,38,38,7.9405816759802645,0.33858774932075875,17.786390972286345,2.197295353782965,5,5,0
parallel,1.2,1.0,5,5,39,39,7.959941168415202,2.541150545406488,14.654306871524522,1.5217645545148826,6,6,0
parallel,1.2,1.0,5,6,40,40,8.681861141317011,0.8826031479929934,17.197553853094366,1.8791996830562585,5,5,0
parallel,1.2,1.0,5,7,41,41,9.114113304164073,3.212310173837068,14.439142519848966,1.2318074146480669,6,6,0
parallel,1.2,1.0,5,8,42,42,8.519727593640436,-1.013834596090737,12.065021723936656,1.5351261148056101,5,5,0
parallel,1.2,1.0,5,9,43,43,7.90643563314906,1.9062512332050694,13.855570744240397,1.5113408956288468,9,9,0
parallel,1.2,1.0,5,10,44,44,8.425378582844878,5.159404515022794,12.857388704235719,0.9136662659749178,10,10,0
parallel,1.2,1.0,5,11,45,45,8.443521646584749,4.726155435777617,10.946424226167258,0.7366912824704638,8,8,0
parallel,1.2,1.0,5,12,46,46,8.450678239347187,4.818187064891682,12.25183623417467,0.8796511899685385,9,9,0
parallel,1.2,1.0,5,13,47,47,8.488325868737572,5.718738056078676,10.556562407291963,0.5699385751707472,9,9,0
parallel,1.2,1.0,5,14,48,48,8.210030349278558,4.117262676144939,12.136568470498625,0.9767693240084513,10,10,0
parallel,1.2,1.0,5,15,49,49,8.460347407446315,5.847413406191976,10.651536306996828,0.567839908864326,11,11,0
parallel,1.2,1.0,5,16,50,50,7.615379243461875,6.094074254469807,12.051267360899311,0.7822582324503414,12,12,0
parallel,1.2,1.0,5,17,51,51,8.569112208481604,4.77884254918296,11.141787425461809,0.7425442357938647,10,10,0
parallel,1.2,1.0,5,18,52,52,8.4424893170878,5.47091557385362,10.975638916958326,0.6520260951900779,13,13,0
parallel,1.2,1.0,5,19,53,53,8.513047168997039,7.047897257235572,10.25704076399574,0.37696766422806643,15,15,0
parallel,1.2,1.0,5,20,54,54,8.664292213178424,7.166501115893069,9.653923625804437,0.287088944914391,14,14,0
parallel,1.2,1.0,5,21,55,55,8.793122140328183,3.874433660670341,10.019331370291118,0.6988300186845161,9,9,0
parallel,1.2,1.0,5,22,56,56,8.61459618565061,6.362971406520473,9.58715460204288,0.37426980046876135,14,14,0
parallel,1.2,1.0,5,23,57,57,8.58669761965572,7.327176683350436,9.661795011854544,0.2718878003995339,15,15,0
parallel,1.2,1.0,5,24,58,58,8.616841286338143,6.104726659946138,9.6755700944057,0.41440283229088526,16,16,0
parallel,1.2,1.0,5,25,59,59,8.575303210245607,7.472216994319298,10.191274919064528,0.3170800912901308,16,16,0
parallel,1.2,1.0,5,26,60,60,8.423518551722289,7.103309356117271,9.058895295086394,0.23215784793033786,16,16,0
parallel,1.2,1.0,5,27,61,61,8.412760328338763,6.950550857251194,9.377859650320858,0.2885270349249299,18,18,0
parallel,1.2,1.0,5,28,62,62,8.446396807268538,6.277373700264878,9.655597880425084,0.3999603922530704,17,17,0
parallel,1.2,1.0,5,29,63,63,8.399477732461161,7.208495944001019,8.9527705092942,0.20766464545196023,19,19,0
parallel,1.2,1.0,5,30,64,64,8.398650616023431,7.341472760307135,9.119352719226692,0.21168638156320188,19,19,0
parallel,1.2,1.0,5,31,65,65,8.361842658985967,7.851387626719607,9.556883363988895,0.20396171117098155,18,18,0
parallel,1.2,1.0,5,32,66,66,8.352313724108289,7.651872685484336,9.15425308342562,0.1798759538455534,20,20,0
parallel,1.2,1.0,5,33,67,67,8.374788838168406,7.686689189554525,8.864559966540888,0.14064483293216584,19,19,0
parallel,1.2,1.0,5,34,68,68,8.391906737255376,7.752385937875,9.138748803613817,0.1652023680844951,24,24,0
parallel,1.2,1.0,5,35,69,69,8.407369282987567,7.7837326743710555,8.82805723484017,0.1242153788322728,21,21,0
parallel,1.2,1.0,5,36,70,70,8.381178437688725,7.556340797011173,8.798472510739265,0.1482049001775738,22,22,0
parallel,1.2,1.0,5,37,71,71,8.378789463192597,8.002142134644046,9.332775360609427,0.15880972207390506,21,21,0
parallel,1.2,1.0,5,38,72,72,8.371861635626336,7.902609001113998,8.838351388352732,0.1117723187464896,21,21,0
parallel,1.2,1.0,5,39,73,73,8.378468053987884,7.687780174501794,8.798146644212334,0.13252619244421904,20,20,0
parallel,1.2,1.0,5,40,74,74,8.369633584730579,7.863770906021196,8.79193251924045,0.11089632584544405,20,20,0
crossing,0.8,1.0,5,1,35,35,-9.86819194689464,-21.33217345629993,2.30266890169639,2.395052962608193,4,4,0
crossing,0.8,1.0,5,2,36,36,-10.351176199829446,-17.92217782568581,-1.4465905997225668,1.5916632958324783,4,4,0
crossing,0.8,1.0,5,3,37,37,-5.916779397562503,-17.73704373364102,1.0364766263210878,3.172928902452593,2,2,0
crossing,0.8,1.0,5,4,38,38,-9.09875893712696,-14.482073814948645,-3.0632649652218404,1.2549853148799246,4,4,0
crossing,0.8,1.0,5,5,39,39,-8.289938265191218,-17.652605484618068,-5.218979872624319,1.4998453805381808,3,3,0
crossing,0.8,1.0,5,6,40,40,-10.146295180040733,-12.520704673244351,-4.088314875826832,0.8310806701154605,5,5,0
crossing,0.8,1.0,5,7,41,41,-8.555846208652408,-15.292536214363205,-0.8236218750032502,1.691114354618453,4,4,0
crossing,0.8,1.0,5,8,42,42,-8.863817899669481,-18.2842184126833,-6.317454381737818,1.350068804029887,5,5,0
crossing,0.8,1.0,5,9,43,43,-9.484625104006248,-14.452594182389955,-4.88344299432417,1.0089119056507392,5,5,0
crossing,0.8,1.0,5,10,44,44,-8.859943783804372,-13.854343565047825,-6.912311003656824,0.7835300912496491,8,8,0
crossing,0.8,1.0,5,11,45,45,-8.856679491875566,-13.151411074433451,-7.79067814426843,0.6052757057633782,7,7,0
crossing,0.8,1.0,5,12,46,46,-8.851201858741344,-10.630701829069453,-6.936753621634783,0.41733860173876497,7,7,0
crossing,0.8,1.0,5,13,47,47,-9.709258573322298,-13.99796535127689,-4.957784972495294,0.9310886418887742,6,6,0
crossing,0.8,1.0,5,14,48,48,-9.203312907420678,-11.43340621180879,-7.355088393360017,0.44313584243782533,6,6,0
crossing,0.8,1.0,5,15,49,49,-9.787747699120828,-11.555923047506177,-6.145546008963377,0.552770382406647,7,7,0
crossing,0.8,1.0,5,16,50,50,-9.418342352068866,-11.165187477684707,-7.914654298595595,0.34512794901483795,10,10,0
crossing,0.8,1.0,5,17,51,51,-9.750942096414189,-11.326287604596825,-6.922373986131186,0.4516398082278772,10,10,0
crossing,0.8,1.0,5,18,52,52,-9.340777094779522,-10.952503805694647,-7.782118382292482,0.3394134547086094,10,10,0
crossing,0.8,1.0,5,19,53,53,-8.916765260861812,-11.215475755730276,-7.4748753641974375,0.4195019474103894,9,9,0
crossing,0.8,1.0,5,20,54,54,-9.067604111862057,-10.588557882436548,-8.325207693877168,0.2496084037897631,12,12,0
crossing,0.8,1.0,5,21,55,55,-9.124160855530416,-9.844858666759821,-8.226001781353274,0.17742528995697304,12,12,0
crossing,0.8,1.0,5,22,56,56,-9.089686558606218,-9.954694863162839,-8.460443322299762,0.16438977639424796,13,13,0
crossing,0.8,1.0,5,23,57,57,-9.127039574283632,-10.038716684453107,-8.286043276826199,0.19203087631670235,12,12,0
crossing,0.8,1.0,5,24,58,58,-9.132033474673914,-10.241148680815888,-8.348532973922167,0.20725019374299905,14,14,0
crossing,0.8,1.0,5,25,59,59,-9.130324022552578,-10.028759364252029,-7.7215142754233765,0.2527013371189878,13,13,0
crossing,0.8,1.0,5,26,60,60,-9.187372688122004,-10.233354469306038,-8.400810314823795,0.19946335222162778,13,13,0
crossing,0.8,1.0,5,27,61,61,-9.1822621323256,-9.802164520208603,-8.543375767759839,0.13708917631715978,14,14,0
crossing,0.8,1.0,5,28,62,62,-9.105307730612513,-9.618755553168436,-8.976452559045079,0.07054160201130832,14,14,0
crossing,0.8,1.0,5,29,63,63,-9.12143458627158,-9.530395376028075,-8.841579758135733,0.07551614950230079,15,15,0
crossing,0.8,1.0,5,30,64,64,-9.116840089759219,-9.747813404804504,-8.86659040972117,0.09665881888980328,16,16,0
crossing,0.8,1.0,5,31,65,65,-9.119720455118841,-9.868169101124977,-8.967915628547077,0.09871502937051027,16,16,0
crossing,0.8,1.0,5,32,66,66,-9.122510031058482,-9.733655721706283,-8.964346041601324,0.08433092180614418,17,17,0
crossing,0.8,1.0,5,33,67,67,-9.129551524141505,-9.376107053152818,-9.03031942326015,0.03787564251960178,19,19,0
parallel,1.2,1.2,5,1,35,35,7.77154753968397,3.0255654090215547,19.826483226950597,2.1618497129610623,6,6,0
parallel,1.2,1.2,5,2,36,36,8.366999871922207,-1.671364130586235,30.162180198139424,3.804654573445371,5,5,0
parallel,1.2,1.2,5,3,37,37,7.032218224802214,-2.5228500898955692,16.697118912523216,2.733130342091931,4,4,0
parallel,1.2,1.2,5,4,38,38,7.526376710942664,2.372415537624256,17.540277287202596,2.0152939896730993,6,6,0
parallel,1.2,1.2,5,5,39,39,7.884607646559445,3.1311837494019197,15.830577478919297,1.610656395192845,6,6,0
parallel,1.2,1.2,5,6,40,40,8.737253114504291,4.871584825326664,17.273638885817533,1.4194454364499087,8,8,0
parallel,1.2,1.2,5,7,41,41,8.918624442735759,5.6197821238185295,14.246837107210531,0.9673077994015948,9,9,0
parallel,1.2,1.2,5,8,42,42,9.034717707591874,4.235468943011942,13.992611766048013,1.0799610058471603,9,9,0
parallel,1.2,1.2,5,9,43,43,9.867912815033447,4.941499037943341,14.241273652003468,0.9424256971435965,8,8,0
parallel,1.2,1.2,5,10,44,44,9.477667619133978,4.971691446273923,15.967591673673441,1.1601905309699254,7,7,0
parallel,1.2,1.2,5,11,45,45,9.797041073880967,6.881363577517932,12.618008328629065,0.5855487088244531,10,10,0
parallel,1.2,1.2,5,12,46,46,9.363948475398772,5.469034161112464,16.051583579641722,1.1301375105098057,9,9,0
parallel,1.2,1.2,5,13,47,47,9.365017899624393,7.530950794036948,12.649896307857588,0.5466028542268935,9,9,0
parallel,1.2,1.2,5,14,48,48,9.577641470276536,7.233337413926824,12.32855654835873,0.5319910074149802,11,11,0
parallel,1.2,1.2,5,15,49,49,8.882893608090914,7.084580371171478,19.256828706175,1.3703021641412574,9,9,0
parallel,1.2,1.2,5,16,50,50,9.08259743258818,7.197056287989215,12.144633606518717,0.5447315435095353,12,12,0
parallel,1.2,1.2,5,17,51,51,9.708795477560697,5.78838314751406,11.28622581651607,0.5662744345278273,12,12,0
parallel,1.2,1.2,5,18,52,52,9.267275320972008,7.702941122854937,12.837510827225541,0.5540538644353192,12,12,0
parallel,1.2,1.2,5,19,53,53,9.502502087736847,7.559501382849719,11.462074062566225,0.4106889578854024,14,14,0
parallel,1.2,1.2,5,20,54,54,9.39551443331803,7.598666594113153,12.063020296308265,0.4751579845765319,15,15,0
parallel,1.2,1.2,5,21,55,55,9.339808750226897,6.638623581239088,11.148248452411643,0.48283910214574793,15,15,0
parallel,1.2,1.2,5,22,56,56,9.444647907200483,7.940990467359925,11.56611059514824,0.38382797997419976,16,16,0
parallel,1.2,1.2,5,23,57,57,9.349379798896098,7.5450298608678965,12.220252564777564,0.500056988214521,15,15,0
parallel,1.2,1.2,5,24,58,58,9.512794006419739,5.747671239246998,12.348947866722252,0.6939366733916831,14,14,0
parallel,1.2,1.2,5,25,59,59,9.392918995140539,8.227119130285248,11.798430737354716,0.38021318068612103,17,17,0
parallel,1.2,1.2,5,26,60,60,9.325041885172482,7.778905539684261,11.595416216909966,0.40927544607539446,16,16,0
parallel,1.2,1.2,5,27,61,61,9.496075918050252,8.20488847079445,11.090807646569955,0.30390649787139096,18,18,0
parallel,1.2,1.2,5,28,62,62,9.597078146396452,8.416787877072048,11.067003959662394,0.2761482236742502,18,18,0
parallel,1.2,1.2,5,29,63,63,9.55842407774761,8.053508867700224,10.837326751943953,0.2912423493245679,19,19,0
parallel,1.2,1.2,5,30,64,64,9.579045135045599,8.699756342540475,10.875017248806298,0.22708535930240903,21,21,0
parallel,1.2,1.2,5,31,65,65,9.535097926874744,8.582568248215654,11.229581543493476,0.2776073529163444,20,20,0
parallel,1.2,1.2,5,32,66,66,9.468610916977532,8.094359972478216,11.939110975503453,0.4060522749045979,18,18,0
parallel,1.2,1.2,5,33,67,67,9.51582148580589,8.601134702310096,10.693858932732878,0.2199205011931295,22,22,0
parallel,1.2,1.2,5,34,68,68,9.593966321280806,7.928991262022921,10.76645159609639,0.295754669033971,22,22,0
