scenario,seed,turn,side,profile,doctrine,n_options,top_direct,top_influence,top_hybrid,hybrid_changes_top,influence_changes_top,direct_degenerate,rank_corr_direct_hybrid,max_influence_composite,max_expected_hits
IBS-S-03,3,1,allies,area_denial,area_denial,904,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,False,0.8463465626483732,0.8208481965913595,0.5833333333333334
IBS-S-03,4,1,axis,area_denial,area_denial,2064,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.24196373555049833,0.7429106474050294,1.1388888888888888
IBS-S-03,4,1,allies,area_denial,area_denial,868,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,True,True,False,0.2768222789713095,0.7867334805503652,0.5833333333333334
IBS-S-03,4,2,axis,area_denial,area_denial,1222,IBS-U-KM-RICHARD-BEITZEN:TT2:3:port:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:3:port:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:3:port:Y:2:IBS-U-RN-KASHMIR:1,False,False,False,0.6273689358360814,1.0,0.7222222222222222
IBS-S-03,4,2,allies,area_denial,area_denial,880,IBS-U-RN-JAVELIN:TT2:3:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-KARL-GALSTER:1,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-KARL-GALSTER:1,True,True,False,0.34669599498214976,0.8427168367346939,1.4166666666666667
IBS-S-03,4,3,allies,area_denial,area_denial,76,IBS-U-RN-JACKAL:TT2:4:starboard:B:1:IBS-U-KM-KARL-GALSTER:1,IBS-U-RN-JACKAL:TT2:4:starboard:B:1:IBS-U-KM-KARL-GALSTER:1,IBS-U-RN-JACKAL:TT2:4:starboard:B:1:IBS-U-KM-KARL-GALSTER:1,False,False,True,0.7514969241285031,0.5714285714285714,0.0
IBS-S-03,5,1,axis,area_denial,area_denial,2292,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.399798955968362,0.7429106474050294,1.1388888888888888
IBS-S-03,5,1,allies,area_denial,area_denial,756,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,True,True,True,0.566412311262583,0.8069935731997369,0.0
IBS-S-03,5,2,axis,area_denial,area_denial,896,IBS-U-KM-RICHARD-BEITZEN:TT2:2:starboard:Y:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:2:starboard:Y:1:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:2:starboard:Y:1:IBS-U-RN-JAVELIN:2,True,True,False,0.09507875079741734,0.8588307945656648,1.4166666666666667
IBS-S-03,5,2,allies,area_denial,area_denial,412,IBS-U-RN-JUPITER:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:3:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:3:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.6386709456654889,0.5714285714285714,1.1388888888888888
IBS-S-03,6,1,axis,area_denial,area_denial,3832,IBS-U-KM-RICHARD-BEITZEN:TT2:3:starboard:A:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:3:starboard:A:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:3:starboard:A:1:IBS-U-RN-KASHMIR:2,False,False,False,0.4511228852910162,0.7429106474050294,1.1388888888888888
IBS-S-03,1,1,axis,break_crossing_t,break_crossing_t,3468,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,True,True,False,0.3233515822622953,0.7429106474050294,1.1388888888888888
IBS-S-03,1,1,allies,break_crossing_t,break_crossing_t,832,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:A:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,True,False,0.6633291472656822,0.7867334805503652,0.5833333333333334
IBS-S-03,1,2,axis,break_crossing_t,break_crossing_t,1772,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:1:IBS-U-RN-KASHMIR:2,False,False,False,0.7538275100825138,0.7857142857142857,1.1388888888888888
IBS-S-03,1,2,allies,break_crossing_t,break_crossing_t,896,IBS-U-RN-JUPITER:TT2:5:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:4:starboard:X:0:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:4:starboard:X:0:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.8748499087140695,0.7020408163265306,1.1388888888888888
IBS-S-03,1,4,axis,break_crossing_t,break_crossing_t,136,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:X:2:IBS-U-RN-JERSEY:1,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:X:2:IBS-U-RN-JERSEY:1,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:X:2:IBS-U-RN-JERSEY:1,False,False,True,0.41429321120175566,0.6428571428571429,0.0
IBS-S-03,1,4,allies,break_crossing_t,break_crossing_t,500,IBS-U-RN-KASHMIR:TT2:4:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:4:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:4:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,False,False,False,0.7159538718154872,0.7142857142857143,0.7222222222222222
IBS-S-03,2,1,axis,break_crossing_t,break_crossing_t,3964,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,False,False,False,0.8663644793002933,0.7429106474050294,1.1388888888888888
IBS-S-03,2,1,allies,break_crossing_t,break_crossing_t,540,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,True,0.11286755670172621,0.8208481965913595,0.0
IBS-S-03,2,2,axis,break_crossing_t,break_crossing_t,87,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:port:Y:0:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:port:Y:0:IBS-U-RN-KASHMIR:1,True,True,False,0.7090107166290005,0.7142857142857143,0.4166666666666667
IBS-S-03,2,2,allies,break_crossing_t,break_crossing_t,298,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,False,False,False,0.7005474828643781,0.5714285714285714,0.4166666666666667
IBS-S-03,3,1,axis,break_crossing_t,break_crossing_t,2440,IBS-U-KM-RICHARD-BEITZEN:TT2:2:port:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,True,True,False,0.4555377635898037,0.7429106474050294,1.1388888888888888
IBS-S-03,3,1,allies,break_crossing_t,break_crossing_t,904,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,False,0.8463465626483732,0.8208481965913595,0.5833333333333334
IBS-S-03,4,1,axis,break_crossing_t,break_crossing_t,2064,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.24196373555049833,0.7429106474050294,1.1388888888888888
IBS-S-03,4,1,allies,break_crossing_t,break_crossing_t,868,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,True,True,False,0.2768222789713095,0.7867334805503652,0.5833333333333334
IBS-S-03,4,2,axis,break_crossing_t,break_crossing_t,1927,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,False,0.3913232308375012,1.0,0.9166666666666666
IBS-S-03,4,2,allies,break_crossing_t,break_crossing_t,1082,IBS-U-RN-JUPITER:TT2:0:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:6:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.6857557868844506,0.8427168367346939,1.4166666666666667
IBS-S-03,4,3,axis,break_crossing_t,break_crossing_t,442,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:1:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:1:IBS-U-RN-JUPITER:1,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:1:IBS-U-RN-JUPITER:1,True,True,False,0.8171456809846703,0.8571428571428571,0.4166666666666667
IBS-S-03,4,3,allies,break_crossing_t,break_crossing_t,200,IBS-U-RN-JUPITER:TT2:0:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-JUPITER:TT2:0:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-JUPITER:TT2:0:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,False,False,True,0.381944048601215,0.7142857142857143,0.0
IBS-S-03,5,1,axis,break_crossing_t,break_crossing_t,2292,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.399798955968362,0.7429106474050294,1.1388888888888888
IBS-S-03,5,1,allies,break_crossing_t,break_crossing_t,756,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,True,True,True,0.566412311262583,0.8069935731997369,0.0
IBS-S-03,1,1,axis,crossfire,crossfire,3468,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,True,True,False,0.3233515822622953,0.7429106474050294,1.1388888888888888
IBS-S-03,1,1,allies,crossfire,crossfire,832,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:A:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,True,False,0.6633291472656822,0.7867334805503652,0.5833333333333334
IBS-S-03,1,2,axis,crossfire,crossfire,1071,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-JUPITER:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:1:IBS-U-RN-KASHMIR:2,False,True,False,0.7650242758562484,0.8571428571428571,1.1388888888888888
IBS-S-03,1,2,allies,crossfire,crossfire,568,IBS-U-RN-JACKAL:TT2:4:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:2:port:B:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:2:port:B:1:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.8385393399255129,0.7571428571428571,0.7222222222222222
IBS-S-03,1,4,axis,crossfire,crossfire,62,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:B:2:IBS-U-RN-JERSEY:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:B:2:IBS-U-RN-JERSEY:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:B:2:IBS-U-RN-JERSEY:1,False,False,True,1.0,0.0,0.0
IBS-S-03,1,4,allies,crossfire,crossfire,53,IBS-U-RN-JACKAL:TT2:6:starboard:B:0:IBS-U-KM-HANS-LODY:1,IBS-U-RN-JACKAL:TT2:6:starboard:B:0:IBS-U-KM-HANS-LODY:1,IBS-U-RN-JACKAL:TT2:6:starboard:B:0:IBS-U-KM-HANS-LODY:1,False,False,True,0.969521044992743,0.5714285714285714,0.0
IBS-S-03,2,1,axis,crossfire,crossfire,3964,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,False,False,False,0.8663644793002933,0.7429106474050294,1.1388888888888888
IBS-S-03,2,1,allies,crossfire,crossfire,540,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,True,0.11286755670172621,0.8208481965913595,0.0
IBS-S-03,2,2,axis,crossfire,crossfire,46,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,True,0.7983348751156336,0.7142857142857143,0.0
IBS-S-03,2,2,allies,crossfire,crossfire,326,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,False,False,False,0.7192232791129622,0.5714285714285714,0.7222222222222222
IBS-S-03,3,1,axis,crossfire,crossfire,2440,IBS-U-KM-RICHARD-BEITZEN:TT2:2:port:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,True,True,False,0.4555377635898037,0.7429106474050294,1.1388888888888888
IBS-S-03,3,1,allies,crossfire,crossfire,904,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,False,0.8463465626483732,0.8208481965913595,0.5833333333333334
IBS-S-03,4,1,axis,crossfire,crossfire,2064,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.24196373555049833,0.7429106474050294,1.1388888888888888
IBS-S-03,4,1,allies,crossfire,crossfire,868,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,True,True,False,0.2768222789713095,0.7867334805503652,0.5833333333333334
IBS-S-03,4,2,axis,crossfire,crossfire,1692,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,False,0.3592704053091642,1.0,0.9166666666666666
IBS-S-03,4,2,allies,crossfire,crossfire,986,IBS-U-RN-JAVELIN:TT2:2:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:6:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.7205742130527554,0.8427168367346939,1.4166666666666667
IBS-S-03,4,3,axis,crossfire,crossfire,438,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,False,0.7959989971822707,0.8571428571428571,1.0
IBS-S-03,4,3,allies,crossfire,crossfire,30,IBS-U-RN-JACKAL:TT2:4:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-JACKAL:TT2:4:port:Y:1:IBS-U-KM-KARL-GALSTER:1,IBS-U-RN-JACKAL:TT2:4:port:Y:1:IBS-U-KM-KARL-GALSTER:1,True,True,True,0.2765294771968855,0.5714285714285714,0.0
IBS-S-03,5,1,axis,crossfire,crossfire,2292,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.399798955968362,0.7429106474050294,1.1388888888888888
IBS-S-03,5,1,allies,crossfire,crossfire,756,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,True,True,True,0.566412311262583,0.8069935731997369,0.0
