scenario,seed,turn,side,profile,doctrine,n_options,top_direct,top_influence,top_hybrid,hybrid_changes_top,influence_changes_top,direct_degenerate,rank_corr_direct_hybrid,max_influence_composite,max_expected_hits
IBS-S-01,1,5,allies,crossfire,crossfire,52,IBS-U-USN-BUCHANAN:TT2:2:starboard:X:2:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT2:2:starboard:X:2:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT2:2:starboard:X:2:IBS-U-IJN-KINUGASA:1,False,False,True,1.0,0.0,0.0
IBS-S-01,1,6,allies,crossfire,crossfire,92,IBS-U-USN-BUCHANAN:TT2:4:starboard:Y:0:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT2:4:starboard:Y:0:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT2:4:starboard:Y:0:IBS-U-IJN-KINUGASA:1,False,False,True,1.0,0.0,0.0
IBS-S-01,1,7,allies,crossfire,crossfire,63,IBS-U-USN-BUCHANAN:TT2:5:starboard:B:2:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT2:5:starboard:B:2:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT2:5:starboard:B:2:IBS-U-IJN-KINUGASA:1,False,False,True,1.0,0.0,0.0
IBS-S-01,2,2,allies,crossfire,crossfire,1176,IBS-U-USN-MCCALLA:TT1:5:starboard:X:2:IBS-U-IJN-KINUGASA:2,IBS-U-USN-MCCALLA:TT2:5:starboard:X:2:IBS-U-IJN-KINUGASA:1,IBS-U-USN-MCCALLA:TT2:5:starboard:X:2:IBS-U-IJN-KINUGASA:1,True,True,False,0.951993532133293,0.9761904761904762,0.5833333333333334
IBS-S-01,2,3,allies,crossfire,crossfire,273,IBS-U-USN-BUCHANAN:TT1:3:starboard:Y:1:IBS-U-IJN-KINUGASA:2,IBS-U-USN-LAFFEY:TT1:3:starboard:Y:1:IBS-U-IJN-KINUGASA:1,IBS-U-USN-LAFFEY:TT1:3:starboard:Y:1:IBS-U-IJN-KINUGASA:1,True,True,False,0.8725848003434951,0.7142857142857143,0.08333333333333333
IBS-S-01,2,4,axis,crossfire,crossfire,1108,IBS-U-IJN-HATSUYUKI:TT2:4:starboard:Y:2:IBS-U-USN-SALT-LAKE-CITY:2,IBS-U-IJN-KINUGASA:TT-S:6:starboard:X:1:IBS-U-USN-SALT-LAKE-CITY:2,IBS-U-IJN-HATSUYUKI:TT2:4:starboard:Y:2:IBS-U-USN-SALT-LAKE-CITY:2,False,True,False,0.9998088822756369,0.5714285714285714,0.19444444444444445
IBS-S-01,2,4,allies,crossfire,crossfire,35,IBS-U-USN-BUCHANAN:TT1:5:starboard:Y:1:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT1:5:starboard:Y:1:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT1:5:starboard:Y:1:IBS-U-IJN-KINUGASA:1,False,False,True,1.0,0.0,0.0
IBS-S-01,2,5,axis,crossfire,crossfire,550,IBS-U-IJN-KINUGASA:TT-P:3:port:B:2:IBS-U-USN-BOISE:2,IBS-U-IJN-KINUGASA:TT-S:2:starboard:B:0:IBS-U-USN-LAFFEY:1,IBS-U-IJN-HATSUYUKI:TT2:5:starboard:Y:2:IBS-U-USN-MCCALLA:1,True,True,False,0.92120588227339,0.8571428571428571,0.2777777777777778
IBS-S-01,2,5,allies,crossfire,crossfire,18,IBS-U-USN-BUCHANAN:TT1:3:starboard:Y:0:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT1:3:starboard:Y:0:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT1:3:starboard:Y:0:IBS-U-IJN-KINUGASA:1,False,False,True,1.0,0.0,0.0
IBS-S-01,2,6,axis,crossfire,crossfire,12,IBS-U-IJN-FURUTAKA:TT-P:5:port:A:2:IBS-U-USN-MCCALLA:1,IBS-U-IJN-FURUTAKA:TT-P:5:port:X:1:IBS-U-USN-BOISE:1,IBS-U-IJN-FURUTAKA:TT-P:5:port:A:2:IBS-U-USN-MCCALLA:1,False,True,False,1.0,0.0,0.4166666666666667
IBS-S-01,2,6,allies,crossfire,crossfire,20,IBS-U-USN-BUCHANAN:TT1:5:port:B:1:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT1:5:port:B:1:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT1:5:port:B:1:IBS-U-IJN-KINUGASA:1,False,False,True,1.0,0.0,0.0
IBS-S-01,2,7,axis,crossfire,crossfire,8,IBS-U-IJN-KINUGASA:TT-P:1:port:Y:0:IBS-U-USN-MCCALLA:1,IBS-U-IJN-KINUGASA:TT-P:4:port:B:1:IBS-U-USN-MCCALLA:1,IBS-U-IJN-KINUGASA:TT-P:1:port:Y:0:IBS-U-USN-MCCALLA:1,False,True,False,1.0,0.0,0.16666666666666666
IBS-S-01,2,7,allies,crossfire,crossfire,28,IBS-U-USN-BUCHANAN:TT1:3:starboard:Y:2:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT1:3:starboard:Y:2:IBS-U-IJN-KINUGASA:1,IBS-U-USN-BUCHANAN:TT1:3:starboard:Y:2:IBS-U-IJN-KINUGASA:1,False,False,True,0.34099616858237547,0.8571428571428571,0.0
IBS-S-01,3,2,allies,crossfire,crossfire,1128,IBS-U-USN-MCCALLA:TT1:3:starboard:Y:1:IBS-U-IJN-KINUGASA:2,IBS-U-USN-MCCALLA:TT2:3:starboard:Y:1:IBS-U-IJN-KINUGASA:1,IBS-U-USN-MCCALLA:TT2:3:starboard:Y:1:IBS-U-IJN-KINUGASA:1,True,True,False,0.9247980180462523,0.8571428571428571,1.1388888888888888
IBS-S-01,3,3,allies,crossfire,crossfire,574,IBS-U-USN-MCCALLA:TT1:3:starboard:Y:1:IBS-U-IJN-KINUGASA:1,IBS-U-USN-MCCALLA:TT1:3:starboard:Y:1:IBS-U-IJN-KINUGASA:1,IBS-U-USN-MCCALLA:TT1:3:starboard:Y:1:IBS-U-IJN-KINUGASA:1,False,False,True,0.9072321423614224,0.6904761904761905,0.0
IBS-S-03,1,1,axis,adaptive,crossfire,3468,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,True,True,False,0.3233515822622953,0.7429106474050294,1.1388888888888888
IBS-S-03,1,1,allies,adaptive,crossfire,832,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:A:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,True,False,0.6633291472656822,0.7867334805503652,0.5833333333333334
IBS-S-03,1,2,axis,adaptive,crossfire,1071,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-JUPITER:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:1:IBS-U-RN-KASHMIR:2,False,True,False,0.7650242758562484,0.8571428571428571,1.1388888888888888
IBS-S-03,1,2,allies,adaptive,cover_withdrawal,568,IBS-U-RN-JACKAL:TT2:4:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:2:port:B:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:2:port:B:1:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.8385393399255129,0.7571428571428571,0.7222222222222222
IBS-S-03,1,4,axis,adaptive,break_crossing_t,62,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:B:2:IBS-U-RN-JERSEY:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:B:2:IBS-U-RN-JERSEY:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:B:2:IBS-U-RN-JERSEY:1,False,False,True,1.0,0.0,0.0
IBS-S-03,1,4,allies,adaptive,cover_withdrawal,93,IBS-U-RN-KASHMIR:TT2:4:starboard:Y:1:IBS-U-KM-HANS-LODY:1,IBS-U-RN-KASHMIR:TT2:4:starboard:Y:1:IBS-U-KM-HANS-LODY:1,IBS-U-RN-KASHMIR:TT2:4:starboard:Y:1:IBS-U-KM-HANS-LODY:1,False,False,True,0.9943600608755334,0.5714285714285714,0.0
IBS-S-03,2,1,axis,adaptive,crossfire,3964,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,False,False,False,0.8663644793002933,0.7429106474050294,1.1388888888888888
IBS-S-03,2,1,allies,adaptive,crossfire,540,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,True,0.11286755670172621,0.8208481965913595,0.0
IBS-S-03,2,2,axis,adaptive,break_crossing_t,46,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,True,0.7983348751156336,0.7142857142857143,0.0
IBS-S-03,2,2,allies,adaptive,crossfire,326,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,False,False,False,0.7192232791129622,0.5714285714285714,0.7222222222222222
IBS-S-03,3,1,axis,adaptive,crossfire,2440,IBS-U-KM-RICHARD-BEITZEN:TT2:2:port:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,True,True,False,0.4555377635898037,0.7429106474050294,1.1388888888888888
IBS-S-03,3,1,allies,adaptive,crossfire,904,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,False,0.8463465626483732,0.8208481965913595,0.5833333333333334
IBS-S-03,4,1,axis,adaptive,crossfire,2064,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.24196373555049833,0.7429106474050294,1.1388888888888888
IBS-S-03,4,1,allies,adaptive,crossfire,868,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,True,True,False,0.2768222789713095,0.7867334805503652,0.5833333333333334
IBS-S-03,4,2,axis,adaptive,crossfire,1692,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,False,0.3592704053091642,1.0,0.9166666666666666
IBS-S-03,4,2,allies,adaptive,crossfire,986,IBS-U-RN-JAVELIN:TT2:2:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:6:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.7205742130527554,0.8427168367346939,1.4166666666666667
IBS-S-03,4,3,axis,adaptive,cover_withdrawal,438,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-RICHARD-BEITZEN:TT2:5:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,False,0.7959989971822707,0.8571428571428571,1.0
IBS-S-03,4,3,allies,adaptive,cover_withdrawal,30,IBS-U-RN-JACKAL:TT2:4:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-JACKAL:TT2:4:port:Y:1:IBS-U-KM-KARL-GALSTER:1,IBS-U-RN-JACKAL:TT2:4:port:Y:1:IBS-U-KM-KARL-GALSTER:1,True,True,True,0.2765294771968855,0.5714285714285714,0.0
IBS-S-03,5,1,axis,adaptive,crossfire,2292,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.399798955968362,0.7429106474050294,1.1388888888888888
IBS-S-03,5,1,allies,adaptive,crossfire,756,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,True,True,True,0.566412311262583,0.8069935731997369,0.0
IBS-S-03,1,1,axis,direct_attack,direct_attack,3468,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,True,True,False,0.3233515822622953,0.7429106474050294,1.1388888888888888
IBS-S-03,1,1,allies,direct_attack,direct_attack,832,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:A:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,True,False,0.6633291472656822,0.7867334805503652,0.5833333333333334
IBS-S-03,1,2,allies,direct_attack,direct_attack,850,IBS-U-RN-JUPITER:TT2:5:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:2:port:B:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:2:port:B:1:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.7423778889008028,0.7571428571428571,1.1388888888888888
IBS-S-03,2,1,axis,direct_attack,direct_attack,3964,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,False,False,False,0.8663644793002933,0.7429106474050294,1.1388888888888888
IBS-S-03,2,1,allies,direct_attack,direct_attack,540,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,True,0.11286755670172621,0.8208481965913595,0.0
IBS-S-03,2,2,axis,direct_attack,direct_attack,23,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,True,0.8399209486166008,0.7142857142857143,0.0
IBS-S-03,2,2,allies,direct_attack,direct_attack,432,IBS-U-RN-JUPITER:TT2:2:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:starboard:X:1:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.727466157261788,0.5714285714285714,1.1388888888888888
IBS-S-03,2,3,allies,direct_attack,direct_attack,85,IBS-U-RN-JERSEY:TT2:3:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-JERSEY:TT2:3:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-JERSEY:TT2:3:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:1,False,False,False,0.9641977721321087,0.6857142857142857,0.4166666666666667
IBS-S-03,3,1,axis,direct_attack,direct_attack,2440,IBS-U-KM-RICHARD-BEITZEN:TT2:2:port:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,True,True,False,0.4555377635898037,0.7429106474050294,1.1388888888888888
IBS-S-03,3,1,allies,direct_attack,direct_attack,904,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,False,0.8463465626483732,0.8208481965913595,0.5833333333333334
IBS-S-03,3,4,axis,direct_attack,direct_attack,250,IBS-U-KM-KARL-GALSTER:TT2:6:starboard:Y:1:IBS-U-RN-JACKAL:1,IBS-U-KM-KARL-GALSTER:TT2:6:port:B:2:IBS-U-RN-JACKAL:1,IBS-U-KM-KARL-GALSTER:TT2:6:port:B:2:IBS-U-RN-JACKAL:1,True,True,False,0.4331201459223347,0.5714285714285714,0.16666666666666666
IBS-S-03,3,4,allies,direct_attack,direct_attack,348,IBS-U-RN-JUPITER:TT2:5:starboard:Y:1:IBS-U-KM-KARL-GALSTER:2,IBS-U-RN-JUPITER:TT2:5:starboard:Y:1:IBS-U-KM-KARL-GALSTER:2,IBS-U-RN-JUPITER:TT2:5:starboard:Y:1:IBS-U-KM-KARL-GALSTER:2,False,False,False,1.0,0.7142857142857143,0.5833333333333334
IBS-S-03,4,1,axis,direct_attack,direct_attack,2064,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.24196373555049833,0.7429106474050294,1.1388888888888888
IBS-S-03,4,1,allies,direct_attack,direct_attack,868,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,True,True,False,0.2768222789713095,0.7867334805503652,0.5833333333333334
IBS-S-03,4,2,allies,direct_attack,direct_attack,452,IBS-U-RN-JUPITER:TT2:0:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-JUPITER:TT2:0:starboard:Y:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-JUPITER:TT2:0:starboard:Y:1:IBS-U-KM-HANS-LODY:2,True,True,False,0.44185763649072507,0.8081632653061225,1.4166666666666667
IBS-S-03,5,1,axis,direct_attack,direct_attack,2292,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:X:2:IBS-U-RN-JAVELIN:2,True,True,False,0.399798955968362,0.7429106474050294,1.1388888888888888
IBS-S-03,5,1,allies,direct_attack,direct_attack,756,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:4:port:Y:1:IBS-U-KM-HANS-LODY:2,True,True,True,0.566412311262583,0.8069935731997369,0.0
IBS-S-03,5,2,allies,direct_attack,direct_attack,307,IBS-U-RN-JUPITER:TT2:6:starboard:A:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-JUPITER:TT2:6:starboard:A:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-JUPITER:TT2:6:starboard:A:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,False,0.921591852613121,0.7142857142857143,1.1388888888888888
IBS-S-03,6,1,axis,direct_attack,direct_attack,3832,IBS-U-KM-RICHARD-BEITZEN:TT2:3:starboard:A:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:3:starboard:A:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:3:starboard:A:1:IBS-U-RN-KASHMIR:2,False,False,False,0.4511228852910162,0.7429106474050294,1.1388888888888888
IBS-S-03,6,1,allies,direct_attack,direct_attack,796,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:Y:0:IBS-U-KM-RICHARD-BEITZEN:2,False,False,False,0.8300172532366622,0.816205197893664,0.5833333333333334
IBS-S-03,1,1,axis,area_denial,area_denial,3468,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:Y:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:2:IBS-U-RN-KASHMIR:2,True,True,False,0.3233515822622953,0.7429106474050294,1.1388888888888888
IBS-S-03,1,1,allies,area_denial,area_denial,832,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:6:starboard:A:1:IBS-U-KM-HANS-LODY:2,IBS-U-RN-KASHMIR:TT2:6:port:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,False,True,False,0.6633291472656822,0.7867334805503652,0.5833333333333334
IBS-S-03,1,2,axis,area_denial,area_denial,1800,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:4:starboard:A:1:IBS-U-RN-KASHMIR:2,False,False,False,0.8975559087106714,0.8333333333333334,0.5833333333333334
IBS-S-03,1,2,allies,area_denial,area_denial,846,IBS-U-RN-JUPITER:TT2:5:starboard:Y:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:2:starboard:B:0:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:2:starboard:B:0:IBS-U-KM-RICHARD-BEITZEN:1,True,True,False,0.8247507984749467,0.8571428571428571,1.1388888888888888
IBS-S-03,2,1,axis,area_denial,area_denial,3964,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:6:starboard:Y:2:IBS-U-RN-KASHMIR:2,False,False,False,0.8663644793002933,0.7429106474050294,1.1388888888888888
IBS-S-03,2,1,allies,area_denial,area_denial,540,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,IBS-U-RN-KASHMIR:TT2:5:starboard:B:1:IBS-U-KM-RICHARD-BEITZEN:2,False,False,True,0.11286755670172621,0.8208481965913595,0.0
IBS-S-03,2,2,axis,area_denial,area_denial,272,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,IBS-U-KM-KARL-GALSTER:TT2:2:starboard:Y:2:IBS-U-RN-KASHMIR:1,False,False,True,0.5596285633186002,0.7142857142857143,0.0
IBS-S-03,2,2,allies,area_denial,area_denial,324,IBS-U-RN-KASHMIR:TT2:5:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,IBS-U-RN-KASHMIR:TT2:5:port:Y:0:IBS-U-KM-RICHARD-BEITZEN:1,False,False,False,0.8079161705167897,0.7678571428571429,0.7222222222222222
IBS-S-03,3,1,axis,area_denial,area_denial,2440,IBS-U-KM-RICHARD-BEITZEN:TT2:2:port:X:2:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,IBS-U-KM-RICHARD-BEITZEN:TT2:1:starboard:B:1:IBS-U-RN-KASHMIR:2,True,True,False,0.4555377635898037,0.7429106474050294,1.1388888888888888
