match_id,scenario,seed,turn,side,ship_id,ship_type,hull_frac,speed,avg_enemy_dist,min_enemy_dist,p_attack,p_reply,lfr,herfindahl,attacker_count,lambda2_own,force_ratio,n_alive_own,n_alive_enemy,axis_profile,allies_profile,damage_next,damaged,crosscheck_matched,crosscheck_total
IBS-S-03-002,IBS-S-03,21150302,3,axis,IBS-U-KM-RICHARD-BEITZEN,DD,1.0,6.0,15.6,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,cautious,balanced,0,0,1,1
IBS-S-03-002,IBS-S-03,21150302,3,allies,IBS-U-RN-JAVELIN,DD,1.0,5.0,11.5,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,5.0,2.0,cautious,balanced,0,0,1,1
IBS-S-03-002,IBS-S-03,21150302,3,allies,IBS-U-RN-KASHMIR,DD,0.8,4.0,13.5,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,5.0,2.0,cautious,balanced,0,0,1,1
IBS-S-03-002,IBS-S-03,21150302,3,allies,IBS-U-RN-JERSEY,DD,1.0,5.0,14.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,5.0,2.0,cautious,balanced,0,0,1,1
IBS-S-03-002,IBS-S-03,21150302,3,allies,IBS-U-RN-JACKAL,DD,1.0,5.0,12.5,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,5.0,2.0,cautious,balanced,0,0,1,1
IBS-S-03-002,IBS-S-03,21150302,3,allies,IBS-U-RN-JUPITER,DD,1.0,5.0,6.5,2.0,1.6666666666666667,1.1388888888888888,1.44392523364486,1.0,1.0,0.0,0.5,5.0,2.0,cautious,balanced,0,0,1,1
IBS-S-03-002,IBS-S-03,21150302,4,axis,IBS-U-KM-KARL-GALSTER,DD,0.8333333333333334,5.0,7.8,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1818181818181817,2.0,5.0,cautious,balanced,0,0,0,0
IBS-S-03-002,IBS-S-03,21150302,4,axis,IBS-U-KM-RICHARD-BEITZEN,DD,1.0,6.0,18.8,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1818181818181817,2.0,5.0,cautious,balanced,0,0,0,0
IBS-S-03-002,IBS-S-03,21150302,4,allies,IBS-U-RN-JAVELIN,DD,1.0,6.0,12.5,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4583333333333333,5.0,2.0,cautious,balanced,0,0,0,0
IBS-S-03-002,IBS-S-03,21150302,4,allies,IBS-U-RN-KASHMIR,DD,0.8,6.0,14.5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4583333333333333,5.0,2.0,cautious,balanced,0,0,0,0
IBS-S-03-002,IBS-S-03,21150302,4,allies,IBS-U-RN-JERSEY,DD,1.0,4.0,17.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4583333333333333,5.0,2.0,cautious,balanced,0,0,0,0
IBS-S-03-002,IBS-S-03,21150302,4,allies,IBS-U-RN-JACKAL,DD,1.0,5.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4583333333333333,5.0,2.0,cautious,balanced,0,0,0,0
IBS-S-03-002,IBS-S-03,21150302,4,allies,IBS-U-RN-JUPITER,DD,1.0,4.0,9.5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4583333333333333,5.0,2.0,cautious,balanced,0,0,0,0
IBS-S-03-003,IBS-S-03,21444994,1,axis,IBS-U-KM-KARL-GALSTER,DD,1.0,5.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3888888888888888,3.0,5.0,balanced,balanced,0,0,1,1
IBS-S-03-003,IBS-S-03,21444994,1,axis,IBS-U-KM-RICHARD-BEITZEN,DD,1.0,6.0,7.6,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3888888888888888,3.0,5.0,balanced,balanced,0,0,1,1
