distance,sector,rel,attacker_heading,target_heading,target_speed,target_aspect,total,kind_primary,kind_secondary,kind_tertiary
21,starboard,1,1,4,3,broadside,0.3611111111111111,0.3611111111111111,,
21,starboard,1,1,4,4,broadside,0.1111111111111111,0.1111111111111111,,
21,starboard,1,1,4,5,broadside,0.1111111111111111,0.1111111111111111,,
21,starboard,1,1,5,0,bow_stern,1.5277777777777777,1.5277777777777777,,
21,starboard,1,1,5,1,bow_stern,0.7777777777777778,0.7777777777777778,,
21,starboard,1,1,5,2,bow_stern,0.3611111111111111,0.3611111111111111,,
21,starboard,1,1,5,3,bow_stern,0.3611111111111111,0.3611111111111111,,
21,starboard,1,1,5,4,bow_stern,0.1111111111111111,0.1111111111111111,,
21,starboard,1,1,5,5,bow_stern,0.1111111111111111,0.1111111111111111,,
21,starboard,1,1,6,0,broadside,1.5277777777777777,1.5277777777777777,,
21,starboard,1,1,6,1,broadside,0.7777777777777778,0.7777777777777778,,
21,starboard,1,1,6,2,broadside,0.3611111111111111,0.3611111111111111,,
21,starboard,1,1,6,3,broadside,0.3611111111111111,0.3611111111111111,,
21,starboard,1,1,6,4,broadside,0.1111111111111111,0.1111111111111111,,
21,starboard,1,1,6,5,broadside,0.1111111111111111,0.1111111111111111,,
21,bow,0,1,1,0,bow_stern,0.9166666666666666,0.9166666666666666,,
21,bow,0,1,1,1,bow_stern,0.4166666666666667,0.4166666666666667,,
21,bow,0,1,1,2,bow_stern,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,1,3,bow_stern,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,1,4,bow_stern,0.0,0.0,,
21,bow,0,1,1,5,bow_stern,0.0,0.0,,
21,bow,0,1,2,0,broadside,0.9166666666666666,0.9166666666666666,,
21,bow,0,1,2,1,broadside,0.4166666666666667,0.4166666666666667,,
21,bow,0,1,2,2,broadside,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,2,3,broadside,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,2,4,broadside,0.0,0.0,,
21,bow,0,1,2,5,broadside,0.0,0.0,,
21,bow,0,1,3,0,broadside,0.9166666666666666,0.9166666666666666,,
21,bow,0,1,3,1,broadside,0.4166666666666667,0.4166666666666667,,
21,bow,0,1,3,2,broadside,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,3,3,broadside,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,3,4,broadside,0.0,0.0,,
21,bow,0,1,3,5,broadside,0.0,0.0,,
21,bow,0,1,4,0,bow_stern,0.9166666666666666,0.9166666666666666,,
21,bow,0,1,4,1,bow_stern,0.4166666666666667,0.4166666666666667,,
21,bow,0,1,4,2,bow_stern,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,4,3,bow_stern,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,4,4,bow_stern,0.0,0.0,,
21,bow,0,1,4,5,bow_stern,0.0,0.0,,
21,bow,0,1,5,0,broadside,0.9166666666666666,0.9166666666666666,,
21,bow,0,1,5,1,broadside,0.4166666666666667,0.4166666666666667,,
21,bow,0,1,5,2,broadside,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,5,3,broadside,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,5,4,broadside,0.0,0.0,,
21,bow,0,1,5,5,broadside,0.0,0.0,,
21,bow,0,1,6,0,broadside,0.9166666666666666,0.9166666666666666,,
21,bow,0,1,6,1,broadside,0.4166666666666667,0.4166666666666667,,
21,bow,0,1,6,2,broadside,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,6,3,broadside,0.1388888888888889,0.1388888888888889,,
21,bow,0,1,6,4,broadside,0.0,0.0,,
21,bow,0,1,6,5,broadside,0.0,0.0,,
22,port,4,1,1,0,broadside,1.5277777777777777,1.5277777777777777,,
22,port,4,1,1,1,broadside,0.7777777777777778,0.7777777777777778,,
22,port,4,1,1,2,broadside,0.3611111111111111,0.3611111111111111,,
22,port,4,1,1,3,broadside,0.3611111111111111,0.3611111111111111,,
22,port,4,1,1,4,broadside,0.1111111111111111,0.1111111111111111,,
22,port,4,1,1,5,broadside,0.1111111111111111,0.1111111111111111,,
22,port,4,1,2,0,bow_stern,1.5277777777777777,1.5277777777777777,,
22,port,4,1,2,1,bow_stern,0.7777777777777778,0.7777777777777778,,
22,port,4,1,2,2,bow_stern,0.3611111111111111,0.3611111111111111,,
22,port,4,1,2,3,bow_stern,0.3611111111111111,0.3611111111111111,,
22,port,4,1,2,4,bow_stern,0.1111111111111111,0.1111111111111111,,
22,port,4,1,2,5,bow_stern,0.1111111111111111,0.1111111111111111,,
22,port,4,1,3,0,broadside,1.5277777777777777,1.5277777777777777,,
22,port,4,1,3,1,broadside,0.7777777777777778,0.7777777777777778,,
22,port,4,1,3,2,broadside,0.3611111111111111,0.3611111111111111,,
22,port,4,1,3,3,broadside,0.3611111111111111,0.3611111111111111,,
22,port,4,1,3,4,broadside,0.1111111111111111,0.1111111111111111,,
22,port,4,1,3,5,broadside,0.1111111111111111,0.1111111111111111,,
22,port,4,1,4,0,broadside,1.5277777777777777,1.5277777777777777,,
22,port,4,1,4,1,broadside,0.7777777777777778,0.7777777777777778,,
22,port,4,1,4,2,broadside,0.3611111111111111,0.3611111111111111,,
22,port,4,1,4,3,broadside,0.3611111111111111,0.3611111111111111,,
22,port,4,1,4,4,broadside,0.1111111111111111,0.1111111111111111,,
22,port,4,1,4,5,broadside,0.1111111111111111,0.1111111111111111,,
22,port,4,1,5,0,bow_stern,1.5277777777777777,1.5277777777777777,,
22,port,4,1,5,1,bow_stern,0.7777777777777778,0.7777777777777778,,
22,port,4,1,5,2,bow_stern,0.3611111111111111,0.3611111111111111,,
22,port,4,1,5,3,bow_stern,0.3611111111111111,0.3611111111111111,,
22,port,4,1,5,4,bow_stern,0.1111111111111111,0.1111111111111111,,
22,port,4,1,5,5,bow_stern,0.1111111111111111,0.1111111111111111,,
22,port,4,1,6,0,broadside,1.5277777777777777,1.5277777777777777,,
22,port,4,1,6,1,broadside,0.7777777777777778,0.7777777777777778,,
22,port,4,1,6,2,broadside,0.3611111111111111,0.3611111111111111,,
22,port,4,1,6,3,broadside,0.3611111111111111,0.3611111111111111,,
22,port,4,1,6,4,broadside,0.1111111111111111,0.1111111111111111,,
22,port,4,1,6,5,broadside,0.1111111111111111,0.1111111111111111,,
22,stern,3,1,1,0,bow_stern,0.9166666666666666,0.9166666666666666,,
22,stern,3,1,1,1,bow_stern,0.4166666666666667,0.4166666666666667,,
22,stern,3,1,1,2,bow_stern,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,1,3,bow_stern,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,1,4,bow_stern,0.0,0.0,,
22,stern,3,1,1,5,bow_stern,0.0,0.0,,
22,stern,3,1,2,0,broadside,0.9166666666666666,0.9166666666666666,,
22,stern,3,1,2,1,broadside,0.4166666666666667,0.4166666666666667,,
22,stern,3,1,2,2,broadside,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,2,3,broadside,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,2,4,broadside,0.0,0.0,,
22,stern,3,1,2,5,broadside,0.0,0.0,,
22,stern,3,1,3,0,broadside,0.9166666666666666,0.9166666666666666,,
22,stern,3,1,3,1,broadside,0.4166666666666667,0.4166666666666667,,
22,stern,3,1,3,2,broadside,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,3,3,broadside,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,3,4,broadside,0.0,0.0,,
22,stern,3,1,3,5,broadside,0.0,0.0,,
22,stern,3,1,4,0,bow_stern,0.9166666666666666,0.9166666666666666,,
22,stern,3,1,4,1,bow_stern,0.4166666666666667,0.4166666666666667,,
22,stern,3,1,4,2,bow_stern,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,4,3,bow_stern,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,4,4,bow_stern,0.0,0.0,,
22,stern,3,1,4,5,bow_stern,0.0,0.0,,
22,stern,3,1,5,0,broadside,0.9166666666666666,0.9166666666666666,,
22,stern,3,1,5,1,broadside,0.4166666666666667,0.4166666666666667,,
22,stern,3,1,5,2,broadside,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,5,3,broadside,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,5,4,broadside,0.0,0.0,,
22,stern,3,1,5,5,broadside,0.0,0.0,,
22,stern,3,1,6,0,broadside,0.9166666666666666,0.9166666666666666,,
22,stern,3,1,6,1,broadside,0.4166666666666667,0.4166666666666667,,
22,stern,3,1,6,2,broadside,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,6,3,broadside,0.1388888888888889,0.1388888888888889,,
22,stern,3,1,6,4,broadside,0.0,0.0,,
22,stern,3,1,6,5,broadside,0.0,0.0,,
22,port,5,1,1,0,broadside,1.5277777777777777,1.5277777777777777,,
22,port,5,1,1,1,broadside,0.7777777777777778,0.7777777777777778,,
22,port,5,1,1,2,broadside,0.3611111111111111,0.3611111111111111,,
22,port,5,1,1,3,broadside,0.3611111111111111,0.3611111111111111,,
22,port,5,1,1,4,broadside,0.1111111111111111,0.1111111111111111,,
22,port,5,1,1,5,broadside,0.1111111111111111,0.1111111111111111,,
22,port,5,1,2,0,broadside,1.5277777777777777,1.5277777777777777,,
22,port,5,1,2,1,broadside,0.7777777777777778,0.7777777777777778,,
22,port,5,1,2,2,broadside,0.3611111111111111,0.3611111111111111,,
22,port,5,1,2,3,broadside,0.3611111111111111,0.3611111111111111,,
22,port,5,1,2,4,broadside,0.1111111111111111,0.1111111111111111,,
22,port,5,1,2,5,broadside,0.1111111111111111,0.1111111111111111,,
22,port,5,1,3,0,bow_stern,1.5277777777777777,1.5277777777777777,,
22,port,5,1,3,1,bow_stern,0.7777777777777778,0.7777777777777778,,
22,port,5,1,3,2,bow_stern,0.3611111111111111,0.3611111111111111,,
22,port,5,1,3,3,bow_stern,0.3611111111111111,0.3611111111111111,,
22,port,5,1,3,4,bow_stern,0.1111111111111111,0.1111111111111111,,
22,port,5,1,3,5,bow_stern,0.1111111111111111,0.1111111111111111,,
22,port,5,1,4,0,broadside,1.5277777777777777,1.5277777777777777,,
22,port,5,1,4,1,broadside,0.7777777777777778,0.7777777777777778,,
22,port,5,1,4,2,broadside,0.3611111111111111,0.3611111111111111,,
22,port,5,1,4,3,broadside,0.3611111111111111,0.3611111111111111,,
22,port,5,1,4,4,broadside,0.1111111111111111,0.1111111111111111,,
22,port,5,1,4,5,broadside,0.1111111111111111,0.1111111111111111,,
22,port,5,1,5,0,broadside,1.5277777777777777,1.5277777777777777,,
22,port,5,1,5,1,broadside,0.7777777777777778,0.7777777777777778,,
22,port,5,1,5,2,broadside,0.3611111111111111,0.3611111111111111,,
22,port,5,1,5,3,broadside,0.3611111111111111,0.3611111111111111,,
22,port,5,1,5,4,broadside,0.1111111111111111,0.1111111111111111,,
22,port,5,1,5,5,broadside,0.1111111111111111,0.1111111111111111,,
22,port,5,1,6,0,bow_stern,1.5277777777777777,1.5277777777777777,,
22,port,5,1,6,1,bow_stern,0.7777777777777778,0.7777777777777778,,
22,port,5,1,6,2,bow_stern,0.3611111111111111,0.3611111111111111,,
22,port,5,1,6,3,bow_stern,0.3611111111111111,0.3611111111111111,,
22,port,5,1,6,4,bow_stern,0.1111111111111111,0.1111111111111111,,
22,port,5,1,6,5,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,1,0,broadside,1.5277777777777777,1.5277777777777777,,
22,starboard,2,1,1,1,broadside,0.7777777777777778,0.7777777777777778,,
22,starboard,2,1,1,2,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,1,3,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,1,4,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,1,5,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,2,0,broadside,1.5277777777777777,1.5277777777777777,,
22,starboard,2,1,2,1,broadside,0.7777777777777778,0.7777777777777778,,
22,starboard,2,1,2,2,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,2,3,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,2,4,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,2,5,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,3,0,bow_stern,1.5277777777777777,1.5277777777777777,,
22,starboard,2,1,3,1,bow_stern,0.7777777777777778,0.7777777777777778,,
22,starboard,2,1,3,2,bow_stern,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,3,3,bow_stern,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,3,4,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,3,5,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,4,0,broadside,1.5277777777777777,1.5277777777777777,,
22,starboard,2,1,4,1,broadside,0.7777777777777778,0.7777777777777778,,
22,starboard,2,1,4,2,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,4,3,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,4,4,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,4,5,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,5,0,broadside,1.5277777777777777,1.5277777777777777,,
22,starboard,2,1,5,1,broadside,0.7777777777777778,0.7777777777777778,,
22,starboard,2,1,5,2,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,5,3,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,5,4,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,5,5,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,6,0,bow_stern,1.5277777777777777,1.5277777777777777,,
22,starboard,2,1,6,1,bow_stern,0.7777777777777778,0.7777777777777778,,
22,starboard,2,1,6,2,bow_stern,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,6,3,bow_stern,0.3611111111111111,0.3611111111111111,,
22,starboard,2,1,6,4,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,2,1,6,5,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,1,0,broadside,1.5277777777777777,1.5277777777777777,,
22,starboard,1,1,1,1,broadside,0.7777777777777778,0.7777777777777778,,
22,starboard,1,1,1,2,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,1,3,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,1,4,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,1,5,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,2,0,bow_stern,1.5277777777777777,1.5277777777777777,,
22,starboard,1,1,2,1,bow_stern,0.7777777777777778,0.7777777777777778,,
22,starboard,1,1,2,2,bow_stern,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,2,3,bow_stern,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,2,4,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,2,5,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,3,0,broadside,1.5277777777777777,1.5277777777777777,,
22,starboard,1,1,3,1,broadside,0.7777777777777778,0.7777777777777778,,
22,starboard,1,1,3,2,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,3,3,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,3,4,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,3,5,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,4,0,broadside,1.5277777777777777,1.5277777777777777,,
22,starboard,1,1,4,1,broadside,0.7777777777777778,0.7777777777777778,,
22,starboard,1,1,4,2,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,4,3,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,4,4,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,4,5,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,5,0,bow_stern,1.5277777777777777,1.5277777777777777,,
22,starboard,1,1,5,1,bow_stern,0.7777777777777778,0.7777777777777778,,
22,starboard,1,1,5,2,bow_stern,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,5,3,bow_stern,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,5,4,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,5,5,bow_stern,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,6,0,broadside,1.5277777777777777,1.5277777777777777,,
22,starboard,1,1,6,1,broadside,0.7777777777777778,0.7777777777777778,,
22,starboard,1,1,6,2,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,6,3,broadside,0.3611111111111111,0.3611111111111111,,
22,starboard,1,1,6,4,broadside,0.1111111111111111,0.1111111111111111,,
22,starboard,1,1,6,5,broadside,0.1111111111111111,0.1111111111111111,,
22,bow,0,1,1,0,bow_stern,0.9166666666666666,0.9166666666666666,,
22,bow,0,1,1,1,bow_stern,0.4166666666666667,0.4166666666666667,,
22,bow,0,1,1,2,bow_stern,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,1,3,bow_stern,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,1,4,bow_stern,0.0,0.0,,
22,bow,0,1,1,5,bow_stern,0.0,0.0,,
22,bow,0,1,2,0,broadside,0.9166666666666666,0.9166666666666666,,
22,bow,0,1,2,1,broadside,0.4166666666666667,0.4166666666666667,,
22,bow,0,1,2,2,broadside,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,2,3,broadside,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,2,4,broadside,0.0,0.0,,
22,bow,0,1,2,5,broadside,0.0,0.0,,
22,bow,0,1,3,0,broadside,0.9166666666666666,0.9166666666666666,,
22,bow,0,1,3,1,broadside,0.4166666666666667,0.4166666666666667,,
22,bow,0,1,3,2,broadside,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,3,3,broadside,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,3,4,broadside,0.0,0.0,,
22,bow,0,1,3,5,broadside,0.0,0.0,,
22,bow,0,1,4,0,bow_stern,0.9166666666666666,0.9166666666666666,,
22,bow,0,1,4,1,bow_stern,0.4166666666666667,0.4166666666666667,,
22,bow,0,1,4,2,bow_stern,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,4,3,bow_stern,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,4,4,bow_stern,0.0,0.0,,
22,bow,0,1,4,5,bow_stern,0.0,0.0,,
22,bow,0,1,5,0,broadside,0.9166666666666666,0.9166666666666666,,
22,bow,0,1,5,1,broadside,0.4166666666666667,0.4166666666666667,,
22,bow,0,1,5,2,broadside,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,5,3,broadside,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,5,4,broadside,0.0,0.0,,
22,bow,0,1,5,5,broadside,0.0,0.0,,
22,bow,0,1,6,0,broadside,0.9166666666666666,0.9166666666666666,,
22,bow,0,1,6,1,broadside,0.4166666666666667,0.4166666666666667,,
22,bow,0,1,6,2,broadside,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,6,3,broadside,0.1388888888888889,0.1388888888888889,,
22,bow,0,1,6,4,broadside,0.0,0.0,,
22,bow,0,1,6,5,broadside,0.0,0.0,,
23,port,4,1,1,0,broadside,1.5277777777777777,1.5277777777777777,,
23,port,4,1,1,1,broadside,0.7777777777777778,0.7777777777777778,,
23,port,4,1,1,2,broadside,0.3611111111111111,0.3611111111111111,,
23,port,4,1,1,3,broadside,0.3611111111111111,0.3611111111111111,,
23,port,4,1,1,4,broadside,0.1111111111111111,0.1111111111111111,,
23,port,4,1,1,5,broadside,0.1111111111111111,0.1111111111111111,,
23,port,4,1,2,0,bow_stern,1.5277777777777777,1.5277777777777777,,
23,port,4,1,2,1,bow_stern,0.7777777777777778,0.7777777777777778,,
23,port,4,1,2,2,bow_stern,0.3611111111111111,0.3611111111111111,,
23,port,4,1,2,3,bow_stern,0.3611111111111111,0.3611111111111111,,
23,port,4,1,2,4,bow_stern,0.1111111111111111,0.1111111111111111,,
23,port,4,1,2,5,bow_stern,0.1111111111111111,0.1111111111111111,,
23,port,4,1,3,0,broadside,1.5277777777777777,1.5277777777777777,,
23,port,4,1,3,1,broadside,0.7777777777777778,0.7777777777777778,,
23,port,4,1,3,2,broadside,0.3611111111111111,0.3611111111111111,,
23,port,4,1,3,3,broadside,0.3611111111111111,0.3611111111111111,,
23,port,4,1,3,4,broadside,0.1111111111111111,0.1111111111111111,,
23,port,4,1,3,5,broadside,0.1111111111111111,0.1111111111111111,,
23,port,4,1,4,0,broadside,1.5277777777777777,1.5277777777777777,,
23,port,4,1,4,1,broadside,0.7777777777777778,0.7777777777777778,,
23,port,4,1,4,2,broadside,0.3611111111111111,0.3611111111111111,,
23,port,4,1,4,3,broadside,0.3611111111111111,0.3611111111111111,,
23,port,4,1,4,4,broadside,0.1111111111111111,0.1111111111111111,,
23,port,4,1,4,5,broadside,0.1111111111111111,0.1111111111111111,,
23,port,4,1,5,0,bow_stern,1.5277777777777777,1.5277777777777777,,
23,port,4,1,5,1,bow_stern,0.7777777777777778,0.7777777777777778,,
23,port,4,1,5,2,bow_stern,0.3611111111111111,0.3611111111111111,,
23,port,4,1,5,3,bow_stern,0.3611111111111111,0.3611111111111111,,
23,port,4,1,5,4,bow_stern,0.1111111111111111,0.1111111111111111,,
23,port,4,1,5,5,bow_stern,0.1111111111111111,0.1111111111111111,,
23,port,4,1,6,0,broadside,1.5277777777777777,1.5277777777777777,,
23,port,4,1,6,1,broadside,0.7777777777777778,0.7777777777777778,,
23,port,4,1,6,2,broadside,0.3611111111111111,0.3611111111111111,,
23,port,4,1,6,3,broadside,0.3611111111111111,0.3611111111111111,,
23,port,4,1,6,4,broadside,0.1111111111111111,0.1111111111111111,,
23,port,4,1,6,5,broadside,0.1111111111111111,0.1111111111111111,,
23,stern,3,1,1,0,bow_stern,0.9166666666666666,0.9166666666666666,,
23,stern,3,1,1,1,bow_stern,0.4166666666666667,0.4166666666666667,,
23,stern,3,1,1,2,bow_stern,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,1,3,bow_stern,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,1,4,bow_stern,0.0,0.0,,
23,stern,3,1,1,5,bow_stern,0.0,0.0,,
23,stern,3,1,2,0,broadside,0.9166666666666666,0.9166666666666666,,
23,stern,3,1,2,1,broadside,0.4166666666666667,0.4166666666666667,,
23,stern,3,1,2,2,broadside,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,2,3,broadside,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,2,4,broadside,0.0,0.0,,
23,stern,3,1,2,5,broadside,0.0,0.0,,
23,stern,3,1,3,0,broadside,0.9166666666666666,0.9166666666666666,,
23,stern,3,1,3,1,broadside,0.4166666666666667,0.4166666666666667,,
23,stern,3,1,3,2,broadside,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,3,3,broadside,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,3,4,broadside,0.0,0.0,,
23,stern,3,1,3,5,broadside,0.0,0.0,,
23,stern,3,1,4,0,bow_stern,0.9166666666666666,0.9166666666666666,,
23,stern,3,1,4,1,bow_stern,0.4166666666666667,0.4166666666666667,,
23,stern,3,1,4,2,bow_stern,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,4,3,bow_stern,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,4,4,bow_stern,0.0,0.0,,
23,stern,3,1,4,5,bow_stern,0.0,0.0,,
23,stern,3,1,5,0,broadside,0.9166666666666666,0.9166666666666666,,
23,stern,3,1,5,1,broadside,0.4166666666666667,0.4166666666666667,,
23,stern,3,1,5,2,broadside,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,5,3,broadside,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,5,4,broadside,0.0,0.0,,
23,stern,3,1,5,5,broadside,0.0,0.0,,
23,stern,3,1,6,0,broadside,0.9166666666666666,0.9166666666666666,,
23,stern,3,1,6,1,broadside,0.4166666666666667,0.4166666666666667,,
23,stern,3,1,6,2,broadside,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,6,3,broadside,0.1388888888888889,0.1388888888888889,,
23,stern,3,1,6,4,broadside,0.0,0.0,,
23,stern,3,1,6,5,broadside,0.0,0.0,,
23,port,5,1,1,0,broadside,1.5277777777777777,1.5277777777777777,,
23,port,5,1,1,1,broadside,0.7777777777777778,0.7777777777777778,,
23,port,5,1,1,2,broadside,0.3611111111111111,0.3611111111111111,,
23,port,5,1,1,3,broadside,0.3611111111111111,0.3611111111111111,,
23,port,5,1,1,4,broadside,0.1111111111111111,0.1111111111111111,,
23,port,5,1,1,5,broadside,0.1111111111111111,0.1111111111111111,,
23,port,5,1,2,0,broadside,1.5277777777777777,1.5277777777777777,,
23,port,5,1,2,1,broadside,0.7777777777777778,0.7777777777777778,,
23,port,5,1,2,2,broadside,0.3611111111111111,0.3611111111111111,,
23,port,5,1,2,3,broadside,0.3611111111111111,0.3611111111111111,,
23,port,5,1,2,4,broadside,0.1111111111111111,0.1111111111111111,,
23,port,5,1,2,5,broadside,0.1111111111111111,0.1111111111111111,,
23,port,5,1,3,0,bow_stern,1.5277777777777777,1.5277777777777777,,
23,port,5,1,3,1,bow_stern,0.7777777777777778,0.7777777777777778,,
23,port,5,1,3,2,bow_stern,0.3611111111111111,0.3611111111111111,,
23,port,5,1,3,3,bow_stern,0.3611111111111111,0.3611111111111111,,
23,port,5,1,3,4,bow_stern,0.1111111111111111,0.1111111111111111,,
23,port,5,1,3,5,bow_stern,0.1111111111111111,0.1111111111111111,,
23,port,5,1,4,0,broadside,1.5277777777777777,1.5277777777777777,,
23,port,5,1,4,1,broadside,0.7777777777777778,0.7777777777777778,,
23,port,5,1,4,2,broadside,0.3611111111111111,0.3611111111111111,,
23,port,5,1,4,3,broadside,0.3611111111111111,0.3611111111111111,,
23,port,5,1,4,4,broadside,0.1111111111111111,0.1111111111111111,,
23,port,5,1,4,5,broadside,0.1111111111111111,0.1111111111111111,,
23,port,5,1,5,0,broadside,1.5277777777777777,1.5277777777777777,,
23,port,5,1,5,1,broadside,0.7777777777777778,0.7777777777777778,,
23,port,5,1,5,2,broadside,0.3611111111111111,0.3611111111111111,,
23,port,5,1,5,3,broadside,0.3611111111111111,0.3611111111111111,,
23,port,5,1,5,4,broadside,0.1111111111111111,0.1111111111111111,,
23,port,5,1,5,5,broadside,0.1111111111111111,0.1111111111111111,,
23,port,5,1,6,0,bow_stern,1.5277777777777777,1.5277777777777777,,
23,port,5,1,6,1,bow_stern,0.7777777777777778,0.7777777777777778,,
23,port,5,1,6,2,bow_stern,0.3611111111111111,0.3611111111111111,,
23,port,5,1,6,3,bow_stern,0.3611111111111111,0.3611111111111111,,
23,port,5,1,6,4,bow_stern,0.1111111111111111,0.1111111111111111,,
23,port,5,1,6,5,bow_stern,0.1111111111111111,0.1111111111111111,,
23,starboard,2,1,1,0,broadside,1.5277777777777777,1.5277777777777777,,
23,starboard,2,1,1,1,broadside,0.7777777777777778,0.7777777777777778,,
23,starboard,2,1,1,2,broadside,0.3611111111111111,0.3611111111111111,,
23,starboard,2,1,1,3,broadside,0.3611111111111111,0.3611111111111111,,
23,starboard,2,1,1,4,broadside,0.1111111111111111,0.1111111111111111,,
23,starboard,2,1,1,5,broadside,0.1111111111111111,0.1111111111111111,,
23,starboard,2,1,2,0,broadside,1.5277777777777777,1.5277777777777777,,
23,starboard,2,1,2,1,broadside,0.7777777777777778,0.7777777777777778,,
23,starboard,2,1,2,2,broadside,0.3611111111111111,0.3611111111111111,,
