message_id,kind,side,sender,recipient,issued_turn,issued_phase,sender_hex,recipient_hex,hex_distance,tbs_range_hex,distance_within_tbs,optical_range_hex_v2_2_rule,selected_medium,relay_hops,handling_delay,encoding_delay,relay_delay,reencipher_delay,queue_delay,clarification_delay,total_delay,route_reason,delivered_turn,status,in_person,report_author,flags,corrected_medium_v2_3,corrected_base_delay_v2_3,medium_changed,range_nmi
MSG-00130,sitrep,allies,IBS-U-USN-ERMA-ALLEN-M-SUMNER,allies-battle-line,11,movement_planning,"(1, 38)","(26, -4)",42,73,True,13,wt_reencipher_relay,1,2,,,,,,2,coded set but the ends are under different ciphers,,queued,False,allies-destroyer-line,DIRECT_TBS_AVAILABLE_BUT_NOT_USED;UNJUSTIFIED_REENCIPHER;UNJUSTIFIED_RELAY;MISSING_RELAY_OR_CRYPTO_PROVENANCE;DISTANCE_DELAY_BUG,tbs_short,0,True,12.44
MSG-00131,acknowledgement,allies,IBS-U-USN-ERMA-ALLEN-M-SUMNER,allies-battle-line,11,movement_planning,"(1, 38)","(26, -4)",42,73,True,13,wt_reencipher_relay,1,2,,,,,,2,coded set but the ends are under different ciphers,,queued,False,,DIRECT_TBS_AVAILABLE_BUT_NOT_USED;UNJUSTIFIED_REENCIPHER;UNJUSTIFIED_RELAY;MISSING_RELAY_OR_CRYPTO_PROVENANCE;DISTANCE_DELAY_BUG,tbs_short,0,True,12.44
MSG-00132,mission_order,axis,IBS-U-IJN-ERMA-YAMATO,axis-battle-line,12,movement_planning,"(10, -5)","(13, -1)",7,73,False,,tbs_short,0,0,,,,,,0,同编队当面下令：当面交办，不占用通信链路,12,delivered,True,,,face_to_face,0,True,2.07
MSG-00133,mission_order,axis,IBS-U-IJN-ERMA-YAMATO,axis-destroyer-line,12,movement_planning,"(10, -5)","(0, 9)",14,73,True,,tbs_short,0,1,,,,,,1,within tactical range with line of sight,,queued,False,,,tbs_short,0,False,4.15
MSG-00134,mission_order,allies,IBS-U-USN-ERMA-IOWA,allies-cruiser-line,12,movement_planning,"(26, -3)","(0, 19)",26,73,True,,wt_reencipher_relay,1,2,,,,,,2,coded set but the ends are under different ciphers,,queued,False,,DIRECT_TBS_AVAILABLE_BUT_NOT_USED;UNJUSTIFIED_REENCIPHER;UNJUSTIFIED_RELAY;MISSING_RELAY_OR_CRYPTO_PROVENANCE,tbs_short,0,True,7.7
MSG-00135,mission_order,allies,IBS-U-USN-ERMA-IOWA,allies-destroyer-line,12,movement_planning,"(26, -3)","(1, 38)",41,73,True,,wt_reencipher_relay,1,2,,,,,,2,coded set but the ends are under different ciphers,,queued,False,,DIRECT_TBS_AVAILABLE_BUT_NOT_USED;UNJUSTIFIED_REENCIPHER;UNJUSTIFIED_RELAY;MISSING_RELAY_OR_CRYPTO_PROVENANCE,tbs_short,0,True,12.15
MSG-00136,contact_report,axis,IBS-U-IJN-ERMA-KAZEGUMO,axis-battle-line,12,movement_planning,"(0, 9)","(13, -1)",13,73,True,15,tbs_short,0,0,,,,,,0,within tactical range with line of sight,12,delivered,False,axis-destroyer-line,,tbs_short,0,False,3.85
MSG-00137,acknowledgement,axis,IBS-U-IJN-ERMA-KAZEGUMO,axis-battle-line,12,movement_planning,"(0, 9)","(13, -1)",13,73,True,15,tbs_short,0,0,,,,,,0,within tactical range with line of sight,12,delivered,False,,,tbs_short,0,False,3.85
MSG-00138,contact_report,allies,IBS-U-USN-ERMA-DES-MOINES,allies-battle-line,12,movement_planning,"(0, 19)",,,73,False,13,wt_reencipher_relay,1,2,,,,,,2,coded set but the ends are under different ciphers,,queued,False,allies-cruiser-line,UNJUSTIFIED_REENCIPHER;UNJUSTIFIED_RELAY;MISSING_RELAY_OR_CRYPTO_PROVENANCE,undetermined_no_position,,,
MSG-00139,acknowledgement,allies,IBS-U-USN-ERMA-DES-MOINES,allies-battle-line,12,movement_planning,"(0, 19)",,,73,False,13,wt_reencipher_relay,1,2,,,,,,2,coded set but the ends are under different ciphers,,queued,False,,UNJUSTIFIED_REENCIPHER;UNJUSTIFIED_RELAY;MISSING_RELAY_OR_CRYPTO_PROVENANCE,undetermined_no_position,,,
MSG-00140,sitrep,allies,IBS-U-USN-ERMA-ALLEN-M-SUMNER,allies-battle-line,12,movement_planning,"(1, 38)",,,73,False,13,wt_reencipher_relay,1,2,,,,,,2,coded set but the ends are under different ciphers,,queued,False,allies-destroyer-line,UNJUSTIFIED_REENCIPHER;UNJUSTIFIED_RELAY;MISSING_RELAY_OR_CRYPTO_PROVENANCE,undetermined_no_position,,,
MSG-00141,acknowledgement,allies,IBS-U-USN-ERMA-ALLEN-M-SUMNER,allies-battle-line,12,movement_planning,"(1, 38)",,,73,False,13,wt_reencipher_relay,1,2,,,,,,2,coded set but the ends are under different ciphers,,queued,False,,UNJUSTIFIED_REENCIPHER;UNJUSTIFIED_RELAY;MISSING_RELAY_OR_CRYPTO_PROVENANCE,undetermined_no_position,,,
