cell,geometry,fleet,seed,sample_kind,n_plans,j_ref,j_tied_top,j_tiers,threat_weight,options_total,cross_total,cross_low,cross_high,attacker_id,launcher_id,launch_side,launch_angle,setting_index,launch_at_mf,salvo,torpedo_heading,launch_hex,e_hits_direct,direct_aspect,direct_distance,direct_contact,tau0_hex,tau0_heading,tau0_cost,tau0_plan,tau0_j,c_route_changed,c_plan_changed,c_hex,c_heading,c_cost,c_plan,c_j,c_denial,c_heading_change,c_speed_loss,c_deviation,c_contact,c_p_hit,d_route_changed,d_hex,d_heading,d_cost,d_j,d_denial,d_heading_change,d_speed_loss,d_deviation,d_contact,c1_route_changed,c1_hex,c1_denial,c1_denial_norm,v_direct_vp,v_direct_norm,v_denial_norm,v_denial_d_norm,ca_vp
opposing:1v1,opposing,1v1,42073255,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,42885472,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,2,2,3,V18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,43697689,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,44509906,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,2,2,3,V18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,45322123,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,46134340,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,46946557,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,47758774,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,2,2,3,V18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,48570991,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,49383208,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:1v1,opposing,1v1,50195425,low,580,5.333333333333333,13,6,0.3425925925925926,96,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,5.333333333333333,True,True,U26,2,5,1S4S,5.333333333333333,0.0,1,0,0,,0.0,True,U26,2,5,5.333333333333333,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,22062522,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,22874739,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,23686956,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,24499173,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,25311390,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,26123607,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,26935824,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,2,2,3,V18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,27748041,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,28560258,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,29372475,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,30184692,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,30996909,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,31809126,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,2,2,3,V18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,32621343,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,33433560,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,34245777,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,35057994,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,35870211,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,36682428,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,37494645,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,38306862,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,39119079,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,39931296,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,40743513,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,41555730,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,2,2,3,V18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,42367947,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,43180164,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,2,2,3,V18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,43992381,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,44804598,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,2,2,3,V18,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,45616815,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,46429032,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,47241249,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,48053466,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,48865683,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,3,2,3,W18,0.08333333333333333,broadside,7,t3.i3@X24,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,49677900,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,X,1,1,2,3,U19,0.08333333333333333,broadside,7,t3.i1@V25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
opposing:2v1,opposing,2v1,50490117,low,580,6.666666666666667,12,14,0.3425925925925926,192,5,5,0,IBS-U-IJN-FUBUKI,TT1,starboard,Y,0,3,2,3,W18,0.08333333333333333,broadside,7,t3.i2@W25,U26,1,5,1S4,6.666666666666667,True,True,U26,2,5,1S4S,6.666666666666667,0.0,1,0,0,,0.0,True,U26,2,5,6.666666666666667,0.0,1,0,0,,True,U26,0.0,0.0,0.8333333333333333,0.028549382716049385,0.0,0.0,10
