geometry,eta_r,eta_v,K,iter,V,L,U,rel_gap,evals,methods_b,methods_r
parallel,1.2,1.0,3,2,17.0651,17.0651,22.0361,0.2913,17069,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,1.2,1.0,3,3,16.5109,16.5109,25.9657,0.5726,20129,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,1.2,1.0,4,1,4.5492,4.5492,29.5551,5.4968,19939,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,1.2,1.0,4,2,17.0651,17.0651,22.0361,0.2913,17069,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,1.2,1.0,4,3,16.5109,16.5109,25.9657,0.5726,20129,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,1.2,1.2,4,1,4.6332,4.6332,22.4587,3.8473,17608,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,1.2,1.2,4,2,18.4129,18.4129,22.0622,0.1982,18018,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,1.2,1.2,4,3,19.5079,19.5079,25.0084,0.282,19005,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,0.8,3,1,-8.5241,-8.5241,5.4638,1.641,20745,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,0.8,3,2,-15.209,-15.209,-1.6059,0.8944,18671,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,0.8,3,3,-3.7017,-3.7017,1.4998,1.4052,21039,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,0.8,4,1,-8.5241,-8.5241,5.4638,1.641,20745,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,0.8,4,2,-15.209,-15.209,-1.6059,0.8944,18671,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,0.8,4,3,-3.7017,-3.7017,1.4998,1.4052,21039,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.0,3,1,-9.2264,-9.2264,3.7039,1.4014,19632,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.0,3,2,-7.7184,-7.7184,-2.1654,0.7194,18438,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.0,3,3,-7.6059,-7.6059,-2.0898,0.7252,17789,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.0,4,1,-9.2264,-9.2264,3.7039,1.4014,19632,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.0,4,2,-7.7184,-7.7184,-2.1654,0.7194,18438,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.0,4,3,-7.6059,-7.6059,-2.0898,0.7252,17789,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.2,3,1,-6.1773,-6.1773,4.9737,1.8052,18047,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.2,3,2,-8.6126,-8.6126,-2.3141,0.7313,17194,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.2,3,3,-6.4431,-6.4431,4.1552,1.6449,18215,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.2,4,1,-6.1773,-6.1773,4.9737,1.8052,18047,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.2,4,2,-8.6126,-8.6126,-2.3141,0.7313,17194,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,0.8,1.2,4,3,-6.4431,-6.4431,4.1552,1.6449,18215,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.0,3,1,7.0026,7.0026,27.9226,2.9875,19084,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.0,3,2,9.8987,9.8987,30.7843,2.1099,16735,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.0,3,3,6.4115,6.4115,18.2016,1.8389,17611,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,0.8,3,1,9.862,9.862,28.948,1.9353,19966,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,0.8,3,2,7.1566,7.1566,23.9928,2.3525,20032,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,0.8,3,3,10.0661,10.0661,22.7823,1.2633,19662,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,0.8,4,1,9.862,9.862,28.948,1.9353,19966,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,0.8,4,2,7.1566,7.1566,23.9928,2.3525,20032,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,0.8,4,3,10.0661,10.0661,22.7823,1.2633,19662,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.0,4,1,7.0026,7.0026,27.9226,2.9875,19084,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.0,4,2,9.8987,9.8987,30.7843,2.1099,16735,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.0,4,3,6.4115,6.4115,18.2016,1.8389,17611,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.2,3,1,8.8066,8.8066,26.674,2.0289,18885,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.2,3,2,4.7394,4.7394,24.3824,4.1446,17422,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.2,3,3,8.6669,8.6669,26.9298,2.1072,19099,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.2,4,1,8.8066,8.8066,26.674,2.0289,18885,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.2,4,2,4.7394,4.7394,24.3824,4.1446,17422,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
crossing,1.2,1.2,4,3,8.6669,8.6669,26.9298,2.1072,19099,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,1.2,1.0,8,1,7.7153,7.7153,37.129,3.8124,33837,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,1.2,1.0,8,2,15.4258,15.4258,41.9935,1.7223,29502,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,1.2,1.0,8,3,23.5341,23.5341,37.7317,0.6033,35688,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.0,6,1,-9.2144,-9.2144,8.0303,1.8715,28276,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.0,6,2,-14.4113,-14.4113,-0.518,0.9641,30649,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.0,6,3,-19.4123,-19.4123,-3.1683,0.8368,32172,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.0,6,4,-10.4875,-10.4875,2.3302,1.2222,32727,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.0,6,5,-14.5864,-14.5864,-7.2445,0.5033,33015,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.0,6,6,-15.1398,-15.1398,-7.2176,0.5233,30642,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.0,6,7,-11.9312,-11.9312,-3.1916,0.7325,31696,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.0,6,8,-11.8066,-11.8066,-7.1837,0.3916,33285,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.2,6,1,-8.068,-8.068,1.7868,1.2215,33104,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.2,6,2,-14.0211,-14.0211,4.8587,1.3465,31645,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.2,6,3,-8.0868,-8.0868,2.1352,1.264,29885,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.2,6,4,-10.6551,-10.6551,0.0982,1.0092,32173,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.2,6,5,-9.7703,-9.7703,-6.8056,0.3034,29484,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.2,6,6,-10.5473,-10.5473,-7.7923,0.2612,29632,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.2,6,7,-11.1514,-11.1514,-4.9112,0.5596,30678,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
head_on,0.8,1.2,6,8,-10.8959,-10.8959,-8.6732,0.204,32082,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,0.8,1.0,6,1,-8.7598,-8.7598,6.754,1.771,33346,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,0.8,1.0,6,2,-9.1398,-9.1398,0.6214,1.068,29362,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,0.8,1.0,6,3,-7.8514,-7.8514,6.5042,1.8284,30932,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,0.8,1.0,6,4,-7.4441,-7.4441,1.0286,1.1382,33289,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,0.8,1.0,6,5,-7.6683,-7.6683,-1.5758,0.7945,32102,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,0.8,1.0,6,6,-6.3625,-6.3625,-0.2923,0.9541,32320,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,0.8,1.0,6,7,-7.745,-7.745,-4.7365,0.3884,31314,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
parallel,0.8,1.0,6,8,-6.6844,-6.6844,-4.2243,0.368,31042,sobol48+lbfgs;lbfgs-deep;powell,sobol48+lbfgs;lbfgs-deep;powell
